,HospID,surgyear,total surgery count
3490,360015,2010,384
4115,403039,2015,384
4800,451407,2010,384
5203,475986,2013,384
6848,590182,2018,384
7954,670300,2014,384
8061,679847,2011,384
8355,698614,2015,384
10730,870778,2010,384
11971,964161,2011,384
2392,269687,2012,383
4623,434696,2013,383
6103,535886,2013,383
7765,654717,2015,383
9857,804796,2017,383
10771,871981,2011,383
12154,978967,2014,383
361,136464,2011,382
563,155379,2013,382
2906,319829,2016,382
3229,344650,2019,382
3512,360975,2012,382
10766,871825,2016,382
11433,926776,2013,382
11653,937926,2013,382
11803,950535,2013,382
12157,978967,2017,382
312,128302,2012,381
2608,289747,2018,381
3427,355874,2017,381
4454,422520,2014,381
5068,465524,2018,381
6361,556714,2011,381
10058,820035,2018,381
10558,855004,2018,381
11084,894026,2014,381
11911,960603,2011,381
840,172135,2010,380
1685,219487,2015,380
2400,270872,2010,380
3604,368504,2014,380
4015,397045,2015,380
6182,542833,2012,380
6828,589733,2018,380
2198,255249,2018,379
2827,310907,2017,379
3284,351177,2014,379
4018,397045,2018,379
4452,422520,2012,379
6708,581531,2018,379
7879,661952,2019,379
8786,726803,2016,379
11437,926776,2017,379
11973,964161,2013,379
573,156891,2013,378
1061,182883,2011,378
2001,240540,2011,378
2267,260322,2017,378
3050,331026,2010,378
4206,407688,2016,378
4668,440328,2018,378
5023,463996,2013,378
5024,463996,2014,378
5229,477938,2019,378
7211,616497,2011,378
8358,698614,2018,378
9014,742832,2014,378
10734,870778,2014,378
11080,894026,2010,378
560,155379,2010,377
3505,360878,2015,377
3581,367340,2011,377
4119,403039,2019,377
4913,455622,2013,377
7122,609348,2012,377
9430,769909,2010,377
9834,803382,2014,377
10324,836472,2014,377
205,115133,2015,376
310,128302,2010,376
1400,200363,2010,376
2635,292094,2015,376
5005,463304,2015,376
5362,485702,2012,376
10210,831092,2010,376
10321,836472,2011,376
3921,389601,2011,375
4335,415013,2015,375
4389,416562,2019,375
6100,535886,2010,375
8356,698614,2016,375
10326,836472,2016,375
10680,864974,2010,375
10872,878011,2012,375
564,155379,2014,374
1964,238974,2014,374
4012,397045,2012,374
5076,465881,2016,374
8190,689786,2010,374
10519,852163,2019,374
11722,944512,2012,374
201,115133,2011,373
7162,612266,2012,373
9818,802526,2018,373
9855,804796,2015,373
10698,865327,2018,373
159,112704,2019,372
2391,269687,2011,372
2584,287194,2014,372
3117,335211,2017,372
4909,455406,2019,372
6891,595195,2011,372
9853,804796,2013,372
11727,944512,2017,372
314,128302,2014,371
1106,185913,2016,371
1717,222004,2017,371
3540,363426,2010,371
6844,590182,2014,371
8060,679847,2010,371
10875,878011,2015,371
11534,931966,2014,371
33,102960,2013,370
4383,416562,2013,370
4837,453578,2017,370
4912,455622,2012,370
8925,736163,2015,370
10930,885125,2010,370
11158,901621,2018,370
11600,936411,2010,370
578,156891,2018,369
1158,188134,2018,369
2007,240540,2017,369
2585,287194,2015,369
3920,389601,2010,369
6587,574871,2017,369
7715,650528,2015,369
8155,686332,2015,369
8156,686332,2016,369
10699,865327,2019,369
10733,870778,2013,369
11086,894026,2016,369
11970,964161,2010,369
3052,331026,2012,368
4117,403039,2017,368
4702,445556,2012,368
5069,465524,2019,368
6705,581531,2015,368
9038,744996,2018,368
10713,867031,2013,368
10716,867031,2016,368
10772,871981,2012,368
0,100303,2010,367
2266,260322,2016,367
4113,403039,2013,367
4808,451407,2018,367
5654,509488,2014,367
7465,635634,2015,367
8711,722386,2011,367
10220,831736,2010,367
10557,855004,2017,367
10732,870778,2012,367
579,156891,2019,366
1493,206172,2013,366
1496,206172,2016,366
2742,303854,2012,366
3110,335211,2010,366
3450,356752,2010,366
3928,389601,2018,366
4331,415013,2011,366
8718,722386,2018,366
9856,804796,2016,366
10264,833587,2014,366
10325,836472,2015,366
11081,894026,2011,366
66,104036,2016,365
211,118142,2011,365
1874,236340,2014,365
2033,244355,2013,365
2583,287194,2013,365
3491,360015,2011,365
4323,414545,2013,365
4911,455622,2011,365
9819,802526,2019,365
10323,836472,2013,365
11305,916440,2015,365
11626,936786,2016,365
11721,944512,2011,365
1136,187135,2016,364
1719,222004,2019,364
3120,335237,2010,364
3510,360975,2010,364
5027,463996,2017,364
6323,554890,2013,364
8359,698614,2019,364
8781,726803,2011,364
9298,757690,2018,364
10870,878011,2010,364
11995,966708,2015,364
39,102960,2019,363
316,128302,2016,363
319,128302,2019,363
2030,244355,2010,363
3923,389601,2013,363
4704,445556,2014,363
6563,572677,2013,363
9079,746450,2019,363
1562,211018,2012,362
2025,242160,2015,362
2035,244355,2015,362
5784,518067,2014,362
6320,554890,2010,362
7530,639275,2010,362
7838,660339,2018,362
9629,785284,2019,362
10717,867031,2017,362
11058,890147,2018,362
299,128014,2019,361
1681,219487,2011,361
1960,238974,2010,361
1963,238974,2013,361
2026,242160,2016,361
2586,287194,2016,361
2607,289747,2017,361
6588,574871,2018,361
298,128014,2018,360
311,128302,2011,360
1157,188134,2017,360
4118,403039,2018,360
5206,475986,2016,360
6847,590182,2017,360
6849,590182,2019,360
8423,703315,2013,360
11724,944512,2014,360
11784,948091,2014,360
3952,394314,2012,359
4013,397045,2013,359
5079,465881,2019,359
7040,605167,2010,359
7793,657805,2013,359
8784,726803,2014,359
4705,445556,2015,358
4836,453578,2016,358
5074,465881,2014,358
5238,478243,2018,358
5946,530839,2016,358
6755,583374,2015,358
9626,785284,2016,358
10322,836472,2012,358
11085,894026,2015,358
38,102960,2018,357
689,163070,2019,357
1495,206172,2015,357
2426,270878,2016,357
2905,319829,2015,357
2908,319829,2018,357
3780,378421,2010,357
5725,514187,2015,357
5785,518067,2015,357
6586,574871,2016,357
7425,631369,2015,357
7792,657805,2012,357
8913,735513,2013,357
9599,783803,2019,357
11179,903283,2019,357
11910,960603,2010,357
2031,244355,2011,356
2172,252345,2012,356
3511,360975,2011,356
3787,378421,2017,356
3955,394314,2015,356
4334,415013,2014,356
4803,451407,2013,356
5648,508761,2018,356
7166,612266,2016,356
2050,245398,2010,355
2749,303854,2019,355
2823,310907,2013,355
3953,394314,2013,355
5786,518067,2016,355
8068,679847,2018,355
10542,852738,2012,355
11178,903283,2018,355
12065,971632,2015,355
12136,978086,2016,355
297,128014,2017,354
562,155379,2012,354
2711,301042,2011,354
3283,351177,2013,354
3748,376367,2018,354
3950,394314,2010,354
4148,404812,2018,354
4647,437335,2017,354
4802,451407,2012,354
6129,536644,2019,354
7460,635634,2010,354
8780,726803,2010,354
9431,769909,2011,354
10764,871825,2014,354
11083,894026,2013,354
1718,222004,2018,353
2746,303854,2016,353
4333,415013,2013,353
5009,463304,2019,353
5967,531039,2017,353
6362,556714,2012,353
7791,657805,2011,353
9604,784108,2014,353
11726,944512,2016,353
11944,962023,2014,353
11948,962023,2018,353
1875,236340,2015,352
3112,335211,2012,352
3849,383879,2019,352
4648,437335,2018,352
6138,539561,2018,352
6562,572677,2012,352
8145,685709,2015,352
9718,792043,2018,352
11622,936786,2012,352
11994,966708,2014,352
200,115133,2010,351
1482,205323,2012,351
4439,420743,2019,351
5077,465881,2017,351
5078,465881,2018,351
6737,582145,2017,351
6752,583374,2012,351
7123,609348,2013,351
10545,852738,2015,351
12152,978967,2012,351
3492,360015,2012,350
5231,478243,2011,350
6128,536644,2018,350
8064,679847,2014,350
8147,685709,2017,350
10659,863744,2019,350
10715,867031,2015,350
11729,944512,2019,350
37,102960,2017,349
296,128014,2016,349
3113,335211,2013,349
3429,355874,2019,349
4017,397045,2017,349
4207,407688,2017,349
4649,437335,2019,349
5649,508761,2019,349
7723,651269,2013,349
9838,803382,2018,349
11725,944512,2015,349
204,115133,2014,348
206,115133,2016,348
1961,238974,2011,348
3489,359078,2019,348
5235,478243,2015,348
6069,535164,2019,348
6927,596848,2017,348
7794,657805,2014,348
7795,657805,2015,348
7837,660339,2017,348
8146,685709,2016,348
8444,703697,2014,348
9299,757690,2019,348
11728,944512,2018,348
11807,950535,2017,348
841,172135,2011,347
1684,219487,2014,347
2008,240540,2018,347
3602,368504,2012,347
7764,654717,2014,347
9850,804796,2010,347
10421,846947,2011,347
10718,867031,2018,347
10876,878011,2016,347
10931,885125,2011,347
12151,978967,2011,347
1873,236340,2013,346
2603,289747,2013,346
3128,335237,2018,346
3922,389601,2012,346
4336,415013,2016,346
5008,463304,2018,346
5788,518067,2018,346
5966,531039,2016,346
6092,535645,2012,346
6926,596848,2016,346
7051,606069,2011,346
7722,651269,2012,346
7790,657805,2010,346
9293,757690,2013,346
10221,831736,2011,346
11431,926776,2011,346
11438,926776,2018,346
315,128302,2015,345
5208,475986,2018,345
5234,478243,2014,345
6788,588177,2018,345
9297,757690,2017,345
10871,878011,2011,345
11082,894026,2012,345
5026,463996,2016,344
8785,726803,2015,344
11659,937926,2019,344
11949,962023,2019,344
2034,244355,2014,343
2609,289747,2019,343
3115,335211,2015,343
3316,352480,2016,343
4010,397045,2010,343
4338,415013,2018,343
4804,451407,2014,343
5227,477938,2017,343
6130,539561,2010,343
11723,944512,2013,343
12137,978086,2017,343
65,104036,2015,342
1156,188134,2016,342
2005,240540,2015,342
2302,266785,2012,342
3455,356752,2015,342
3495,360015,2015,342
7428,631369,2018,342
7979,671803,2019,342
9208,754783,2018,342
9596,783803,2016,342
9817,802526,2017,342
11806,950535,2016,342
11972,964161,2012,342
6470,567501,2010,341
7167,612266,2017,341
7714,650528,2014,341
8142,685709,2012,341
9603,784108,2013,341
10711,867031,2011,341
11720,944512,2010,341
212,118142,2012,340
1633,216902,2013,340
1839,233294,2019,340
2318,267348,2018,340
3365,354039,2015,340
3368,354039,2018,340
3925,389601,2015,340
5228,477938,2018,340
5689,511006,2019,340
5787,518067,2017,340
6322,554890,2012,340
6928,596848,2018,340
8111,683854,2011,340
9716,792043,2016,340
11174,903283,2014,340
12302,996477,2012,340
32,102960,2012,339
2600,289747,2010,339
3122,335237,2012,339
3507,360878,2017,339
4114,403039,2014,339
6104,535886,2014,339
6758,583374,2018,339
6808,588374,2018,339
7424,631369,2014,339
8149,685709,2019,339
9165,751944,2015,339
9432,769909,2012,339
10134,824357,2014,339
10719,867031,2019,339
12153,978967,2013,339
2003,240540,2013,338
2295,263543,2015,338
2747,303854,2017,338
3944,391773,2014,338
5789,518067,2019,338
6584,574871,2014,338
9209,754783,2019,338
9609,784108,2019,338
10200,830441,2010,338
10810,874558,2010,338
11608,936411,2018,338
157,112704,2017,337
1155,188134,2015,337
1337,197510,2017,337
2601,289747,2011,337
2673,299301,2013,337
3943,391773,2013,337
6372,557155,2012,337
8066,679847,2016,337
8067,679847,2017,337
8693,718715,2013,337
10262,833587,2012,337
10388,841753,2018,337
11943,962023,2013,337
565,155379,2015,336
1872,236340,2012,336
2902,319829,2012,336
3454,356752,2014,336
3848,383879,2018,336
3951,394314,2011,336
6751,583374,2011,336
7766,654717,2016,336
8065,679847,2015,336
9627,785284,2017,336
10510,852163,2010,336
10951,885654,2011,336
11535,931966,2015,336
12059,971602,2019,336
398,140515,2018,335
1683,219487,2013,335
2006,240540,2016,335
2294,263543,2014,335
5226,477938,2016,335
7407,630221,2017,335
10267,833587,2017,335
11993,966708,2013,335
12156,978967,2016,335
5944,530839,2014,334
6139,539561,2019,334
6706,581531,2016,334
7121,609348,2011,334
8752,723924,2012,334
9605,784108,2015,334
9628,785284,2018,334
10389,841753,2019,334
2307,266785,2017,333
3111,335211,2011,333
3114,335211,2014,333
5065,465524,2015,333
5687,511006,2017,333
5968,531039,2018,333
6106,535886,2016,333
6846,590182,2016,333
9163,751944,2013,333
9295,757690,2015,333
11735,944691,2015,333
12066,971632,2016,333
1134,187135,2014,332
1878,236340,2018,332
2317,267348,2017,332
3452,356752,2012,332
4708,445556,2018,332
5678,510273,2018,332
6102,535886,2012,332
7717,650528,2017,332
9597,783803,2017,332
9960,811480,2010,332
910,175979,2010,331
3493,360015,2013,331
4644,437335,2014,331
5650,509488,2010,331
6101,535886,2011,331
6704,581531,2014,331
6929,596848,2019,331
9668,788379,2018,331
9717,792043,2017,331
9852,804796,2012,331
11996,966708,2016,331
295,128014,2015,330
1733,222428,2013,330
2401,270872,2011,330
2605,289747,2015,330
4201,407688,2011,330
9160,751944,2010,330
10658,863744,2018,330
11621,936786,2011,330
12064,971632,2014,330
209,115133,2019,329
1682,219487,2012,329
2028,242160,2018,329
2032,244355,2012,329
2784,305772,2014,329
4332,415013,2012,329
4707,445556,2017,329
5107,467714,2017,329
6754,583374,2014,329
7762,654717,2012,329
8143,685709,2013,329
8154,686332,2014,329
8386,701080,2016,329
4806,451407,2016,328
5075,465881,2015,328
6829,589733,2019,328
8062,679847,2012,328
8443,703697,2013,328
9582,782867,2012,328
10528,852495,2018,328
213,118142,2013,327
337,130617,2017,327
1871,236340,2011,327
2671,299301,2011,327
3508,360878,2018,327
4339,415013,2019,327
4709,445556,2019,327
4809,451407,2019,327
5647,508761,2017,327
7052,606069,2012,327
7056,606069,2016,327
8562,709449,2012,327
8570,711568,2010,327
9292,757690,2012,327
9433,769909,2013,327
9595,783803,2015,327
10555,855004,2015,327
11180,903325,2010,327
12067,971632,2017,327
2425,270878,2015,326
5421,489763,2011,326
5965,531039,2015,326
6091,535645,2011,326
6325,554890,2015,326
8159,686332,2019,326
8928,736163,2018,326
10888,879526,2018,326
11304,916440,2014,326
11579,935131,2019,326
150,112704,2010,325
313,128302,2013,325
387,140348,2017,325
629,158631,2019,325
2171,252345,2011,325
2306,266785,2016,325
3051,331026,2011,325
3457,356752,2017,325
3506,360878,2016,325
3927,389601,2017,325
4839,453578,2019,325
5528,497232,2018,325
6842,590182,2012,325
8244,691376,2014,325
9379,765588,2019,325
11172,903283,2012,325
11430,926776,2010,325
11942,962023,2012,325
1159,188134,2019,324
1331,197510,2011,324
1716,222004,2016,324
1877,236340,2017,324
3439,356289,2019,324
3926,389601,2016,324
4200,407688,2010,324
5676,510273,2016,324
5824,519629,2014,324
10526,852495,2016,324
11602,936411,2012,324
11977,964161,2017,324
218,118142,2018,323
2038,244355,2018,323
2170,252345,2010,323
3002,326950,2012,323
3572,367322,2012,323
5209,475986,2019,323
6515,570140,2015,323
6582,574871,2012,323
8157,686332,2017,323
11536,931966,2016,323
11989,964778,2019,323
12063,971632,2013,323
202,115133,2012,322
1962,238974,2012,322
2020,242160,2010,322
2027,242160,2017,322
2670,299301,2010,322
5207,475986,2017,322
5943,530839,2013,322
6786,588177,2016,322
7464,635634,2014,322
7763,654717,2013,322
9013,742832,2013,322
9166,751944,2016,322
9290,757690,2010,322
9939,809215,2019,322
10224,831736,2014,322
10847,876218,2017,322
11467,927459,2017,322
2292,263543,2012,321
3285,351177,2015,321
3700,375253,2010,321
3744,376367,2014,321
4204,407688,2014,321
5064,465524,2014,321
5940,530839,2010,321
7053,606069,2013,321
7836,660339,2016,321
8148,685709,2018,321
9017,742832,2017,321
9594,783803,2014,321
10390,844034,2010,321
10708,865845,2018,321
10820,875034,2010,321
2672,299301,2012,320
3121,335237,2011,320
3437,356289,2017,320
3469,357651,2019,320
5826,519629,2016,320
6321,554890,2011,320
6756,583374,2016,320
7080,608040,2010,320
7168,612266,2018,320
7978,671803,2018,320
9538,778939,2018,320
10656,863744,2016,320
1603,214436,2013,319
2129,250824,2019,319
2860,313640,2010,319
3004,326950,2014,319
3286,351177,2016,319
3705,375253,2015,319
4327,414545,2017,319
6373,557155,2013,319
6841,590182,2011,319
7041,605167,2011,319
7761,654717,2011,319
8719,722386,2019,319
10263,833587,2013,319
10811,874558,2011,319
11710,944503,2010,319
1484,205323,2014,318
1563,211018,2013,318
3924,389601,2014,318
4879,454730,2019,318
6202,544348,2012,318
7525,638455,2015,318
8388,701080,2018,318
9206,754783,2016,318
10546,852738,2016,318
10705,865845,2015,318
11539,931966,2019,318
11947,962023,2017,318
208,115133,2018,317
2316,267348,2016,317
3603,368504,2013,317
5527,497232,2017,317
6471,567501,2011,317
8712,722386,2012,317
9835,803382,2015,317
10706,865845,2016,317
12040,971437,2010,317
10,100427,2010,316
334,130617,2014,316
2410,270876,2010,316
3310,352480,2010,316
3366,354039,2016,316
3509,360878,2019,316
7710,650528,2010,316
9296,757690,2016,316
10222,831736,2012,316
10712,867031,2012,316
11307,916440,2017,316
360,136464,2010,315
985,180517,2015,315
1485,205323,2015,315
3749,376367,2019,315
4322,414545,2012,315
6204,544348,2014,315
8385,701080,2015,315
8387,701080,2017,315
2291,263543,2011,314
2319,267348,2019,314
2414,270876,2014,314
2588,287194,2018,314
3743,376367,2013,314
3788,378421,2018,314
4645,437335,2015,314
5963,531039,2013,314
7711,650528,2011,314
8717,722386,2017,314
9837,803382,2017,314
10714,867031,2014,314
11176,903283,2016,314
11736,944691,2016,314
151,112704,2011,313
441,146076,2011,313
1160,188583,2010,313
3701,375253,2011,313
3945,391773,2015,313
3946,391773,2016,313
4202,407688,2012,313
5282,482061,2012,313
5651,509488,2011,313
5656,509488,2016,313
7081,608040,2011,313
7265,619791,2015,313
7796,657805,2016,313
8010,674719,2010,313
10328,836472,2018,313
10728,868352,2018,313
11634,937427,2014,313
11899,958013,2019,313
153,112704,2013,312
2604,289747,2014,312
2712,301042,2012,312
3387,354370,2017,312
4255,410544,2015,312
5945,530839,2015,312
6472,567501,2012,312
6735,582145,2015,312
6872,593946,2012,312
8782,726803,2012,312
9039,744996,2019,312
9550,779882,2010,312
10225,831736,2015,312
10841,876218,2011,312
11627,936786,2017,312
11783,948091,2013,312
11986,964778,2016,312
11999,966708,2019,312
292,128014,2012,311
318,128302,2018,311
338,130617,2018,311
696,163769,2016,311
1338,197510,2018,311
2297,263543,2017,311
3959,394314,2019,311
9162,751944,2012,311
11464,927459,2014,311
11538,931966,2018,311
294,128014,2014,310
2247,259800,2017,310
3006,326950,2016,310
3589,367340,2019,310
6068,535164,2018,310
6107,535886,2017,310
6326,554890,2016,310
7000,603105,2010,310
7712,650528,2012,310
8141,685709,2011,310
8144,685709,2014,310
9536,778939,2016,310
9851,804796,2011,310
10500,851257,2010,310
10548,852738,2018,310
2029,242160,2019,309
2303,266785,2013,309
2587,287194,2017,309
2674,299301,2014,309
3496,360015,2016,309
3498,360015,2018,309
3571,367322,2011,309
4838,453578,2018,309
5072,465881,2012,309
5225,477938,2015,309
5626,508504,2016,309
5679,510273,2019,309
5964,531039,2014,309
6200,544348,2010,309
6757,583374,2017,309
7169,612266,2019,309
8448,703697,2018,309
8605,711991,2015,309
10223,831736,2013,309
152,112704,2012,308
698,163769,2018,308
2004,240540,2014,308
2663,298547,2013,308
3456,356752,2016,308
3573,367322,2013,308
3745,376367,2015,308
5623,508504,2013,308
8191,689786,2011,308
9161,751944,2011,308
10386,841753,2016,308
10492,851199,2012,308
10707,865845,2017,308
11308,916440,2018,308
11786,948091,2016,308
12046,971437,2016,308
12195,984190,2015,308
335,130617,2015,307
1040,182029,2010,307
3585,367340,2015,307
5131,471045,2011,307
6090,535645,2010,307
7409,630221,2019,307
7524,638455,2014,307
8063,679847,2013,307
8153,686332,2013,307
8389,701080,2019,307
8804,727844,2014,307
9207,754783,2017,307
9561,781192,2011,307
10529,852495,2019,307
11156,901621,2016,307
1167,188583,2017,306
2745,303854,2015,306
3697,374811,2017,306
4203,407688,2013,306
5108,467714,2018,306
6514,570140,2014,306
7718,650528,2018,306
7877,661952,2017,306
8604,711991,2014,306
8695,718715,2015,306
10640,863718,2010,306
10651,863744,2011,306
10840,876218,2010,306
11992,966708,2012,306
2009,240540,2019,305
2174,252345,2014,305
3000,326950,2010,305
3003,326950,2013,305
3119,335211,2019,305
3369,354039,2019,305
4849,453599,2019,305
5493,493384,2013,305
5658,509488,2018,305
6729,581965,2019,305
6734,582145,2014,305
6843,590182,2013,305
9164,751944,2014,305
9439,769909,2019,305
9715,792043,2015,305
9900,806550,2010,305
2312,267348,2012,304
3288,351177,2018,304
3315,352480,2015,304
5202,475986,2012,304
5281,482061,2011,304
6105,535886,2015,304
6651,579608,2011,304
8158,686332,2018,304
8716,722386,2016,304
9294,757690,2014,304
9714,792043,2014,304
10576,858167,2016,304
11159,901621,2019,304
11171,903283,2011,304
11633,937427,2013,304
11734,944691,2014,304
11998,966708,2018,304
154,112704,2014,303
1339,197510,2019,303
3497,360015,2017,303
4360,415874,2010,303
6329,554890,2019,303
6727,581965,2017,303
6728,581965,2018,303
7393,629909,2013,303
7725,651269,2015,303
8600,711991,2010,303
9078,746450,2018,303
10729,868352,2019,303
11309,916440,2019,303
11603,936411,2013,303
197,114864,2017,302
478,148510,2018,302
1178,188999,2018,302
1483,205323,2013,302
1876,236340,2016,302
2311,267348,2011,302
2606,289747,2016,302
3007,326950,2017,302
3388,354370,2018,302
3494,360015,2014,302
5627,508504,2017,302
6785,588177,2015,302
8354,698614,2014,302
9438,769909,2018,302
10570,858167,2010,302
11469,927459,2019,302
11976,964161,2016,302
479,148510,2019,301
566,155379,2016,301
1686,219487,2016,301
2296,263543,2016,301
2748,303854,2018,301
5007,463304,2017,301
5232,478243,2012,301
6809,588374,2019,301
7396,629909,2016,301
7720,651269,2010,301
7876,661952,2016,301
9204,754783,2014,301
9556,779882,2016,301
9560,781192,2010,301
9666,788379,2016,301
9710,792043,2010,301
9936,809215,2016,301
10540,852738,2010,301
10577,858167,2017,301
11052,890147,2012,301
11605,936411,2015,301
11635,937427,2015,301
11940,962023,2010,301
12019,967803,2019,301
397,140515,2017,300
1500,206981,2010,300
3287,351177,2017,300
4011,397045,2011,300
4440,422394,2010,300
9667,788379,2017,300
11460,927459,2010,300
11657,937926,2017,300
11733,944691,2013,300
11978,964161,2018,300
203,115133,2013,299
1166,188583,2016,299
1168,188583,2018,299
1501,206981,2011,299
1509,206981,2019,299
2036,244355,2016,299
2298,263543,2018,299
3259,348820,2019,299
3949,391773,2019,299
5653,509488,2013,299
7461,635634,2011,299
7637,645349,2017,299
8150,686332,2010,299
8194,689786,2014,299
9018,742832,2018,299
9434,769909,2014,299
9554,779882,2014,299
10265,833587,2015,299
10703,865845,2013,299
11175,903283,2015,299
12139,978086,2019,299
1164,188583,2014,298
1174,188999,2014,298
2904,319829,2014,298
3929,389601,2019,298
7361,625718,2011,298
7638,645349,2018,298
7955,670300,2015,298
8151,686332,2011,298
9125,748056,2015,298
9598,783803,2018,298
10266,833587,2016,298
10392,844034,2012,298
11153,901621,2013,298
11606,936411,2016,298
11732,944691,2012,298
11738,944691,2018,298
12290,993205,2010,298
820,171293,2010,297
1486,205323,2016,297
1631,216902,2011,297
2248,259800,2018,297
2308,266785,2018,297
3189,340012,2019,297
3343,353718,2013,297
3386,354370,2016,297
3405,354963,2015,297
6489,568296,2019,297
7408,630221,2018,297
7716,650528,2016,297
7767,654717,2017,297
7798,657805,2018,297
9019,742832,2019,297
9537,778939,2017,297
9839,803382,2019,297
10490,851199,2010,297
11177,903283,2017,297
11656,937926,2016,297
12057,971602,2017,297
293,128014,2013,296
697,163769,2017,296
1738,222428,2018,296
2290,263543,2010,296
2293,263543,2013,296
2680,299946,2010,296
2715,301042,2015,296
3364,354039,2014,296
3436,356289,2016,296
3451,356752,2011,296
3843,383879,2013,296
4742,447524,2012,296
5200,475986,2010,296
5625,508504,2015,296
5688,511006,2018,296
5710,513560,2010,296
6328,554890,2018,296
8441,703697,2011,296
9167,751944,2017,296
10547,852738,2017,296
10763,871825,2013,296
11550,934469,2010,296
12058,971602,2018,296
82,104404,2012,295
1161,188583,2011,295
1732,222428,2012,295
1831,233294,2011,295
3005,326950,2015,295
4209,407688,2019,295
5942,530839,2012,295
6203,544348,2013,295
6700,581531,2010,295
8560,709449,2010,295
8910,735513,2010,295
8924,736163,2014,295
8999,741464,2019,295
10950,885654,2010,295
11265,910892,2015,295
11604,936411,2014,295
11739,944691,2019,295
155,112704,2015,294
829,171293,2019,294
1130,187135,2010,294
2242,259800,2012,294
4624,434696,2014,294
5657,509488,2017,294
5918,528649,2018,294
6131,539561,2011,294
11636,937427,2016,294
11787,948091,2017,294
11991,966708,2011,294
193,114864,2013,293
983,180517,2013,293
987,180517,2017,293
1041,182029,2011,293
1457,202952,2017,293
3850,384263,2010,293
6686,581290,2016,293
7726,651269,2016,293
8606,711991,2016,293
8783,726803,2013,293
9664,788379,2014,293
9938,809215,2018,293
10518,852163,2018,293
207,115133,2017,292
333,130617,2013,292
2305,266785,2015,292
2713,301042,2013,292
5711,513560,2011,292
6652,579608,2012,292
6871,593946,2011,292
7721,651269,2011,292
9551,779882,2011,292
11303,916440,2013,292
11941,962023,2011,292
67,104036,2017,291
3314,352480,2014,291
3553,363991,2013,291
5280,482061,2010,291
7340,624867,2010,291
7364,625718,2014,291
7630,645349,2010,291
9437,769909,2017,291
12048,971437,2018,291
1739,222428,2019,290
3499,360015,2019,290
3555,363991,2015,290
4443,422394,2013,290
5000,463304,2010,290
5061,465524,2011,290
6201,544348,2011,290
6277,550870,2017,290
6736,582145,2016,290
7466,635634,2016,290
8050,677802,2010,290
8912,735513,2012,290
9539,778939,2019,290
9663,788379,2013,290
10644,863718,2014,290
11463,927459,2013,290
11801,950535,2011,290
11945,962023,2015,290
12010,967803,2010,290
214,118142,2014,289
217,118142,2017,289
386,140348,2016,289
686,163070,2016,289
2313,267348,2013,289
2901,319829,2011,289
3789,378421,2019,289
3825,380837,2015,289
4112,403039,2012,289
4257,410544,2017,289
5105,467714,2015,289
5106,467714,2016,289
5941,530839,2011,289
8449,703697,2019,289
9681,788997,2011,289
9937,809215,2017,289
10133,824357,2013,289
11154,901621,2014,289
11946,962023,2016,289
11974,964161,2014,289
986,180517,2016,288
1480,205323,2010,288
1992,240011,2012,288
2610,290938,2010,288
4258,410544,2018,288
5070,465881,2010,288
5377,487270,2017,288
5712,513560,2012,288
6109,535886,2019,288
6339,555260,2019,288
6377,557155,2017,288
7054,606069,2014,288
7406,630221,2016,288
7727,651269,2017,288
8715,722386,2015,288
8809,727844,2019,288
9077,746450,2017,288
10574,858167,2014,288
10642,863718,2012,288
11301,916440,2011,288
2039,244355,2019,287
2402,270872,2012,287
2783,305772,2013,287
3842,383879,2012,287
3961,394396,2011,287
4337,415013,2017,287
6000,533493,2010,287
8384,701080,2014,287
9012,742832,2012,287
11620,936786,2010,287
11896,958013,2016,287
11984,964778,2014,287
11988,964778,2018,287
12018,967803,2018,287
2175,252345,2015,286
2648,292621,2018,286
2910,320330,2010,286
3363,354039,2013,286
5006,463304,2016,286
5062,465524,2012,286
5071,465881,2011,286
5388,487668,2018,286
5628,508504,2018,286
5644,508761,2014,286
6516,570140,2016,286
6703,581531,2013,286
7523,638455,2013,286
10899,880647,2019,286
11885,957863,2015,286
339,130617,2019,285
380,140348,2010,285
1715,222004,2015,285
3809,379128,2019,285
3840,383879,2010,285
4111,403039,2011,285
4640,437335,2010,285
6136,539561,2016,285
6486,568296,2016,285
6726,581965,2016,285
7463,635634,2013,285
7639,645349,2019,285
10889,879526,2019,285
11152,901621,2012,285
11898,958013,2018,285
219,118142,2019,284
442,146076,2012,284
2145,251488,2015,284
2179,252345,2019,284
3459,356752,2019,284
3706,375253,2016,284
4256,410544,2016,284
4646,437335,2016,284
5629,508504,2019,284
5652,509488,2012,284
6476,567501,2016,284
6487,568296,2017,284
7363,625718,2013,284
8609,711991,2019,284
8692,718715,2012,284
8808,727844,2018,284
10650,863744,2010,284
10653,863744,2013,284
10846,876218,2016,284
12055,971602,2015,284
12138,978086,2018,284
1991,240011,2011,283
2963,325999,2013,283
3001,326950,2011,283
3747,376367,2017,283
5283,482061,2013,283
5284,482061,2014,283
5686,511006,2016,283
5917,528649,2017,283
8265,692951,2015,283
9168,751944,2018,283
11537,931966,2017,283
2173,252345,2013,282
2403,270872,2013,282
2415,270876,2015,282
2526,280396,2016,282
3453,356752,2013,282
3582,367340,2012,282
6270,550870,2010,282
10652,863744,2012,282
11468,927459,2018,282
11658,937926,2018,282
216,118142,2016,281
