,HospID,surgyear,total surgery count
10550,855004,2010,169
10647,863718,2017,169
11263,910892,2013,169
11868,957828,2018,169
12003,967799,2013,169
12073,973266,2013,169
12333,998146,2013,169
514,151488,2014,168
912,175979,2012,168
1642,217330,2012,168
1647,217330,2017,168
1648,217330,2018,168
2489,274745,2019,168
2652,296489,2012,168
2834,311084,2014,168
3016,327749,2016,168
3297,351859,2017,168
3838,383493,2018,168
5569,500774,2019,168
5574,501682,2014,168
5582,502266,2012,168
5583,502266,2013,168
5876,523610,2016,168
6149,540512,2019,168
6229,545446,2019,168
6255,550505,2015,168
6628,577861,2018,168
6668,580849,2018,168
7284,620116,2014,168
7343,624867,2013,168
7564,640801,2014,168
7747,651616,2017,168
7780,657137,2010,168
8007,674527,2017,168
8045,677344,2015,168
8462,704634,2012,168
8937,736200,2017,168
11517,930907,2017,168
469,148127,2019,167
1427,201897,2017,167
1461,203847,2011,167
1488,205323,2018,167
1553,210459,2013,167
2166,251987,2016,167
2330,267930,2010,167
2723,301514,2013,167
2736,301805,2016,167
3231,346889,2011,167
3651,371311,2011,167
3830,383493,2010,167
3857,384263,2017,167
4566,428761,2016,167
4581,430083,2011,167
5272,481984,2012,167
5584,502266,2014,167
5740,514787,2010,167
5878,523610,2018,167
7486,636669,2016,167
7681,649321,2011,167
7883,662749,2013,167
8002,674527,2012,167
8546,708163,2016,167
8680,717947,2010,167
8944,736562,2014,167
9781,798270,2011,167
9820,802952,2010,167
10436,848162,2016,167
10455,850061,2015,167
11130,898425,2010,167
11299,915830,2019,167
11318,917194,2018,167
11473,927913,2013,167
12007,967799,2017,167
12334,998146,2014,167
540,154640,2010,166
645,160928,2015,166
650,162030,2010,166
673,162505,2013,166
905,175002,2015,166
959,178665,2019,166
1376,198932,2016,166
2739,301805,2019,166
2884,315627,2014,166
2935,322410,2015,166
3116,335211,2016,166
3782,378421,2012,166
4039,398326,2019,166
4250,410544,2010,166
4608,432928,2018,166
5868,521972,2018,166
5900,527693,2010,166
6080,535586,2010,166
6145,540512,2015,166
6152,541992,2012,166
6907,595614,2017,166
7292,621045,2012,166
7803,657930,2013,166
8039,676702,2019,166
9042,745322,2012,166
9134,748715,2014,166
9973,812144,2013,166
10673,864262,2013,166
11393,922875,2013,166
12163,980694,2013,166
12263,990779,2013,166
630,160170,2010,165
2486,274745,2016,165
2835,311084,2015,165
3811,380260,2011,165
4408,417071,2018,165
4409,417071,2019,165
4565,428761,2015,165
5605,504598,2015,165
5867,521972,2017,165
6254,550505,2014,165
6387,557667,2017,165
6419,561535,2019,165
6433,563903,2013,165
7602,642782,2012,165
8096,681817,2016,165
9959,811115,2019,165
11867,957828,2017,165
12006,967799,2016,165
12244,988131,2014,165
1841,233380,2011,164
2122,250824,2012,164
2407,270872,2017,164
2788,305772,2018,164
2930,322410,2010,164
3093,334188,2013,164
3167,339327,2017,164
3261,350230,2011,164
4429,419515,2019,164
4562,428761,2012,164
5401,488471,2011,164
5402,488471,2012,164
5866,521972,2016,164
6449,564738,2019,164
9641,787016,2011,164
10049,818150,2019,164
11253,909387,2013,164
11345,919198,2015,164
11392,922875,2012,164
11527,931122,2017,164
11661,938230,2011,164
12349,999383,2019,164
390,140515,2010,163
460,148127,2010,163
513,151488,2013,163
674,162505,2014,163
1426,201897,2016,163
1793,229105,2013,163
1950,238633,2010,163
3264,350230,2014,163
3616,368780,2016,163
3814,380260,2014,163
4517,426265,2017,163
5113,468158,2013,163
5193,475359,2013,163
5563,500774,2013,163
5804,518508,2014,163
7133,612006,2013,163
7150,612161,2010,163
7562,640801,2012,163
7662,648176,2012,163
7781,657137,2011,163
7882,662749,2012,163
7962,670318,2012,163
8048,677344,2018,163
9791,799577,2011,163
10247,833383,2017,163
10471,850439,2011,163
10587,858551,2017,163
11034,889286,2014,163
11251,909387,2011,163
11293,915830,2013,163
11753,946915,2013,163
622,158631,2012,162
926,176407,2016,162
1516,207035,2016,162
1914,237206,2014,162
2103,249551,2013,162
2718,301042,2018,162
2735,301805,2015,162
3298,351859,2018,162
3384,354370,2014,162
4187,406955,2017,162
4480,424767,2010,162
4563,428761,2013,162
4733,447053,2013,162
4953,458214,2013,162
5195,475359,2015,162
5373,487270,2013,162
5567,500774,2017,162
6013,533746,2013,162
6037,534270,2017,162
6081,535586,2011,162
6151,541992,2011,162
6243,547345,2013,162
6308,552788,2018,162
7488,636669,2018,162
9333,762098,2013,162
9640,787016,2010,162
9821,802952,2011,162
11048,890078,2018,162
11346,919198,2016,162
11470,927913,2010,162
11693,941245,2013,162
11696,941245,2016,162
11889,957863,2019,162
12166,980694,2016,162
12170,981404,2010,162
12172,981404,2012,162
12335,998146,2015,162
445,146076,2015,161
515,151488,2015,161
1188,189027,2018,161
1517,207035,2017,161
1710,222004,2010,161
1897,236606,2017,161
3247,347585,2017,161
4428,419515,2018,161
4973,459703,2013,161
5100,467714,2010,161
5905,527693,2015,161
6334,555260,2014,161
6592,575021,2012,161
6593,575021,2013,161
6664,580849,2014,161
6908,595614,2018,161
8035,676702,2015,161
8575,711568,2015,161
9490,776227,2010,161
9894,806400,2014,161
10438,848162,2018,161
10464,850256,2014,161
10626,861364,2016,161
10973,886101,2013,161
11067,892794,2017,161
11225,908329,2015,161
11275,912073,2015,161
11509,929376,2019,161
12165,980694,2015,161
12316,996968,2016,161
462,148127,2012,160
463,148127,2013,160
468,148127,2018,160
607,157479,2017,160
675,162505,2015,160
680,163070,2010,160
922,176407,2012,160
1999,240011,2019,160
2108,249551,2018,160
2164,251987,2014,160
2615,290938,2015,160
2944,323488,2014,160
5230,478243,2010,160
5255,481379,2015,160
5904,527693,2014,160
6028,534035,2018,160
6070,535536,2010,160
6251,550505,2011,160
6336,555260,2016,160
7288,620116,2018,160
7800,657930,2010,160
7977,671803,2017,160
8029,674726,2019,160
8098,681817,2018,160
8403,702914,2013,160
9237,755331,2017,160
9372,765588,2012,160
9420,768707,2010,160
10676,864262,2016,160
10895,880647,2015,160
11131,898425,2011,160
12319,996968,2019,160
147,111700,2017,159
510,151488,2010,159
635,160170,2015,159
771,168581,2011,159
928,176407,2018,159
994,180621,2014,159
1424,201897,2014,159
2126,250824,2016,159
2719,301042,2019,159
2792,305994,2012,159
2946,323488,2016,159
3370,354254,2010,159
3378,354254,2018,159
3636,369345,2016,159
3716,375630,2016,159
5453,490913,2013,159
5693,511785,2013,159
6094,535645,2014,159
6854,591214,2014,159
7225,617119,2015,159
7452,635543,2012,159
7757,653449,2017,159
7874,661952,2014,159
8941,736562,2011,159
8983,739345,2013,159
9491,776227,2011,159
9787,798270,2017,159
10403,844453,2013,159
10675,864262,2015,159
11041,890078,2011,159
11981,964778,2011,159
12002,967799,2012,159
186,114758,2016,158
904,175002,2014,158
1184,189027,2014,158
1265,194168,2015,158
1890,236606,2010,158
2080,247250,2010,158
2487,274745,2017,158
2724,301514,2014,158
3244,347585,2014,158
4567,428761,2017,158
6337,555260,2017,158
7664,648176,2014,158
7820,659435,2010,158
8267,692951,2017,158
8399,702900,2019,158
8545,708163,2015,158
8949,736562,2019,158
9238,755331,2018,158
9419,767427,2019,158
10472,850439,2012,158
10477,850439,2017,158
11420,924398,2010,158
11755,946915,2015,158
12167,980694,2017,158
631,160170,2011,157
646,160928,2016,157
679,162505,2019,157
1182,189027,2012,157
1886,236595,2016,157
1898,236606,2018,157
2120,250824,2010,157
2187,252539,2017,157
2795,305994,2015,157
2943,323488,2013,157
4080,401308,2010,157
4956,458214,2016,157
5128,470674,2018,157
5404,488471,2014,157
6035,534270,2015,157
6265,550697,2015,157
6627,577861,2017,157
6629,577861,2019,157
6820,589733,2010,157
7232,618520,2012,157
7565,640801,2015,157
7623,644389,2013,157
7687,649321,2017,157
7887,662749,2017,157
7961,670318,2011,157
8173,689255,2013,157
8390,702900,2010,157
9075,746450,2015,157
9800,800132,2010,157
9814,802526,2014,157
10786,872326,2016,157
11049,890078,2019,157
11069,892794,2019,157
11698,941245,2018,157
639,160170,2019,156
678,162505,2018,156
2156,251884,2016,156
2667,298547,2017,156
3914,388951,2014,156
5415,488738,2015,156
5802,518508,2012,156
6004,533493,2014,156
6086,535586,2016,156
6193,543078,2013,156
6256,550505,2016,156
6463,566187,2013,156
7259,619106,2019,156
8502,706186,2012,156
8948,736562,2018,156
8955,736656,2015,156
10474,850439,2014,156
10589,858551,2019,156
10629,861364,2019,156
10678,864262,2018,156
10894,880647,2014,156
11047,890078,2017,156
11294,915830,2014,156
11662,938230,2012,156
12164,980694,2014,156
181,114758,2011,155
434,143003,2014,155
589,156894,2019,155
640,160928,2010,155
676,162505,2016,155
915,175979,2015,155
1468,203847,2018,155
1586,212700,2016,155
3200,343875,2010,155
3233,346889,2013,155
3774,378293,2014,155
3819,380260,2019,155
4043,398743,2013,155
4350,415696,2010,155
4484,424767,2014,155
4601,432928,2011,155
4652,439670,2012,155
4757,447685,2017,155
5052,464645,2012,155
5117,468158,2017,155
5127,470674,2017,155
6154,541992,2014,155
7380,629079,2010,155
7748,651616,2018,155
7960,670318,2010,155
8026,674726,2016,155
8402,702914,2012,155
9041,745322,2011,155
9308,757747,2018,155
10277,834436,2017,155
10457,850061,2017,155
10588,858551,2018,155
11132,898425,2012,155
11255,909387,2015,155
11271,912073,2011,155
11327,917518,2017,155
12245,988131,2015,155
12246,988131,2016,155
634,160170,2014,154
834,171803,2014,154
1590,213860,2010,154
1850,233886,2010,154
2442,272879,2012,154
2789,305772,2019,154
2883,315627,2013,154
3232,346889,2012,154
3252,348820,2012,154
3970,394588,2010,154
4081,401308,2011,154
4654,439670,2014,154
5603,504598,2013,154
5879,523610,2019,154
6195,543078,2015,154
6855,591214,2015,154
7224,617119,2014,154
7433,633518,2013,154
7804,657930,2014,154
7818,658106,2018,154
7884,662749,2014,154
7926,668652,2016,154
8588,711825,2018,154
8852,731063,2012,154
8947,736562,2017,154
8985,739345,2015,154
9657,788238,2017,154
9842,804541,2012,154
10019,817351,2019,154
11033,889286,2013,154
12248,988131,2018,154
12250,988862,2010,154
638,160170,2018,153
995,180621,2015,153
1114,185932,2014,153
1412,201400,2012,153
2244,259800,2014,153
2541,282331,2011,153
2885,315627,2015,153
3245,347585,2015,153
4045,398743,2015,153
4188,406955,2018,153
4711,446615,2011,153
5295,482139,2015,153
5414,488738,2014,153
5604,504598,2014,153
5745,514787,2015,153
5748,514787,2018,153
5954,530885,2014,153
6594,575021,2014,153
6886,594723,2016,153
7231,618520,2011,153
7816,658106,2016,153
7817,658106,2017,153
9884,805710,2014,153
11064,892794,2014,153
11269,910892,2019,153
11629,936786,2019,153
775,168581,2015,152
1982,239795,2012,152
2931,322410,2011,152
2936,322410,2016,152
3262,350230,2012,152
3473,358473,2013,152
4044,398743,2014,152
4096,401346,2016,152
4609,432928,2019,152
4893,455350,2013,152
4990,462079,2010,152
5400,488471,2010,152
5869,521972,2019,152
6434,563903,2014,152
6590,575021,2010,152
6965,601208,2015,152
7087,608040,2017,152
7822,659435,2012,152
7969,670318,2019,152
8028,674726,2018,152
8102,682918,2012,152
8450,704007,2010,152
8544,708163,2014,152
9304,757747,2014,152
10048,818150,2018,152
10677,864262,2017,152
11866,957828,2016,152
12008,967799,2018,152
80,104404,2010,151
461,148127,2011,151
1711,222004,2011,151
1989,239795,2019,151
2887,315627,2017,151
3475,358473,2015,151
3910,388951,2010,151
4049,398743,2019,151
4427,419515,2017,151
5409,488471,2019,151
5456,490913,2016,151
6441,564738,2011,151
6570,574606,2010,151
6856,591214,2016,151
6884,594723,2014,151
7345,624867,2015,151
7381,629079,2011,151
7601,642782,2011,151
7789,657137,2019,151
7870,661952,2010,151
7872,661952,2012,151
8006,674527,2016,151
8100,682918,2010,151
8419,703287,2019,151
9217,755155,2017,151
9422,768707,2012,151
10041,818150,2011,151
10439,848162,2019,151
11932,961885,2012,151
12144,978096,2014,151
1117,185932,2017,150
1515,207035,2015,150
1573,211719,2013,150
1885,236595,2015,150
2619,290938,2019,150
2738,301805,2018,150
2942,323488,2012,150
3096,334188,2016,150
3869,384816,2019,150
4541,427164,2011,150
4607,432928,2017,150
4958,458214,2018,150
5172,474546,2012,150
5275,481984,2015,150
5374,487270,2014,150
6014,533746,2014,150
6072,535536,2012,150
7223,617119,2013,150
7287,620116,2017,150
7782,657137,2012,150
7799,657805,2019,150
8167,689235,2017,150
8709,720455,2019,150
9643,787016,2013,150
9721,792862,2011,150
10018,817351,2018,150
10434,848162,2014,150
10590,858921,2010,150
10591,858921,2011,150
11695,941245,2015,150
11934,961885,2014,150
12266,990779,2016,150
541,154640,2011,149
677,162505,2017,149
774,168581,2014,149
1649,217330,2019,149
1983,239795,2013,149
2565,285363,2015,149
2651,296489,2011,149
4461,423998,2011,149
5290,482139,2010,149
5316,482617,2016,149
5403,488471,2013,149
5454,490913,2014,149
5907,527693,2017,149
6309,552788,2019,149
6432,563903,2012,149
7228,617119,2018,149
7346,624867,2016,149
7806,657930,2016,149
8169,689235,2019,149
8416,703287,2016,149
8548,708163,2018,149
8590,711988,2010,149
9043,745322,2013,149
10581,858551,2011,149
10751,871557,2011,149
11399,922875,2019,149
11510,930907,2010,149
11541,934393,2011,149
12147,978096,2017,149
12247,988131,2017,149
464,148127,2014,148
512,151488,2012,148
643,160928,2013,148
818,170882,2018,148
956,178665,2016,148
1379,198932,2019,148
1958,238633,2018,148
1985,239795,2015,148
2160,251987,2010,148
2537,281676,2017,148
2661,298547,2011,148
2794,305994,2014,148
3398,354725,2018,148
4006,396991,2016,148
5274,481984,2014,148
5480,492957,2010,148
5575,501682,2015,148
5607,504598,2017,148
5806,518508,2016,148
5901,527693,2011,148
6027,534035,2017,148
6148,540512,2018,148
6241,547345,2011,148
6462,566187,2012,148
6596,575021,2016,148
7222,617119,2012,148
8284,693344,2014,148
8945,736562,2015,148
9239,755331,2019,148
9783,798270,2013,148
9788,798270,2018,148
10013,817351,2013,148
10404,844453,2014,148
10553,855004,2013,148
11066,892794,2016,148
11937,961885,2017,148
12149,978096,2019,148
149,111700,2019,147
433,143003,2013,147
636,160170,2016,147
1183,189027,2013,147
1467,203847,2017,147
1589,212700,2019,147
2334,267930,2014,147
2880,315627,2010,147
3911,388951,2011,147
4568,428761,2018,147
5171,474546,2011,147
5174,474546,2014,147
5859,520958,2019,147
6717,581602,2017,147
7913,667294,2013,147
7931,669103,2011,147
8179,689255,2019,147
8499,705278,2019,147
9563,781192,2013,147
9592,783803,2012,147
9799,799577,2019,147
11296,915830,2016,147
11528,931122,2018,147
11754,946915,2014,147
11881,957863,2011,147
45,103517,2015,146
1189,189027,2019,146
1570,211719,2010,146
3131,335468,2011,146
4466,423998,2016,146
5191,475359,2011,146
5568,500774,2018,146
5587,502266,2017,146
5864,521972,2014,146
6009,533493,2019,146
6153,541992,2013,146
6667,580849,2017,146
7130,612006,2010,146
7916,667294,2016,146
8058,677802,2018,146
8525,707995,2015,146
8727,722552,2017,146
9130,748715,2010,146
9302,757747,2012,146
9796,799577,2016,146
11419,923824,2019,146
11474,927913,2014,146
11987,964778,2017,146
431,143003,2011,145
772,168581,2012,145
929,176407,2019,145
1955,238633,2015,145
2725,301514,2015,145
2793,305994,2013,145
2888,315627,2018,145
2941,323488,2011,145
3064,331437,2014,145
3472,358473,2012,145
3579,367322,2019,145
3617,368780,2017,145
3619,368780,2019,145
4515,426265,2015,145
4582,430083,2012,145
5053,464645,2013,145
5119,468158,2019,145
5291,482139,2011,145
6264,550697,2014,145
7229,617119,2019,145
7290,621045,2010,145
7382,629079,2012,145
7660,648176,2010,145
7661,648176,2011,145
8433,703602,2013,145
8501,706186,2011,145
9649,787016,2019,145
9658,788238,2018,145
10787,872326,2017,145
10832,875279,2012,145
11660,938230,2010,145
11694,941245,2014,145
12145,978096,2015,145
508,151189,2018,144
509,151189,2019,144
776,168581,2016,144
1266,194168,2016,144
1411,201400,2011,144
1891,236606,2011,144
1893,236606,2013,144
2364,269189,2014,144
3638,369345,2018,144
4032,398326,2012,144
4483,424767,2013,144
4491,425144,2011,144
5863,521972,2013,144
7451,635543,2011,144
8417,703287,2017,144
8464,704634,2014,144
8490,705278,2010,144
9116,747927,2016,144
9426,768707,2016,144
9492,776227,2012,144
10435,848162,2015,144
10833,875279,2013,144
12264,990779,2014,144
43,103517,2013,143
120,111087,2010,143
430,143003,2010,143
466,148127,2016,143
779,168581,2019,143
817,170882,2017,143
993,180621,2013,143
1557,210459,2017,143
2109,249551,2019,143
2737,301805,2017,143
2756,304240,2016,143
2937,322410,2017,143
3132,335468,2012,143
3248,347585,2018,143
3719,375630,2019,143
3807,379128,2017,143
4047,398743,2017,143
4653,439670,2013,143
4872,454730,2012,143
4957,458214,2017,143
6015,533746,2015,143
6095,535645,2015,143
6240,547345,2010,143
6242,547345,2012,143
6591,575021,2011,143
7195,615152,2015,143
7199,615152,2019,143
7759,653449,2019,143
7930,669103,2010,143
8347,697884,2017,143
8349,697884,2019,143
8540,708163,2010,143
9300,757747,2010,143
9378,765588,2018,143
9418,767427,2018,143
9495,776227,2015,143
11068,892794,2018,143
11324,917518,2014,143
11529,931122,2019,143
949,178637,2019,142
2427,270878,2017,142
2750,304240,2010,142
3030,329653,2010,142
3043,329874,2013,142
3047,329874,2017,142
3098,334188,2018,142
3917,388951,2017,142
5176,474546,2016,142
5197,475359,2017,142
5296,482139,2016,142
5348,484554,2018,142
5488,492957,2018,142
5749,514787,2019,142
5767,516296,2017,142
5995,533002,2015,142
6439,563903,2019,142
7563,640801,2013,142
7745,651616,2015,142
7914,667294,2014,142
8468,704634,2018,142
9375,765588,2015,142
9697,789459,2017,142
10193,830209,2013,142
10430,848162,2010,142
10431,848162,2011,142
11475,927913,2015,142
12162,980694,2012,142
12201,985113,2011,142
12269,990779,2019,142
600,157479,2010,141
603,157479,2013,141
623,158631,2013,141
1860,236228,2010,141
1892,236606,2012,141
3134,335468,2014,141
3294,351859,2014,141
3693,374811,2013,141
3916,388951,2016,141
4008,396991,2018,141
4758,447685,2018,141
5192,475359,2012,141
5692,511785,2012,141
5850,520958,2010,141
6010,533746,2010,141
7476,636500,2016,141
7801,657930,2011,141
7871,661952,2011,141
8101,682918,2011,141
8235,690997,2015,141
8946,736562,2016,141
9044,745322,2014,141
9401,766100,2011,141
9811,802526,2011,141
10469,850256,2019,141
11100,897191,2010,141
11398,922875,2018,141
12268,990779,2018,141
604,157479,2014,140
701,164384,2011,140
816,170882,2016,140
958,178665,2018,140
999,180621,2019,140
1559,210459,2019,140
1953,238633,2013,140
2408,270872,2018,140
3772,378293,2012,140
4516,426265,2016,140
4522,426318,2012,140
4604,432928,2014,140
4899,455350,2019,140
5451,490913,2011,140
5577,501682,2017,140
6160,542000,2010,140
6464,566187,2014,140
6966,601208,2016,140
7086,608040,2016,140
7237,618520,2017,140
8044,677344,2014,140
8346,697884,2016,140
8541,708163,2011,140
8854,731063,2014,140
8988,739345,2018,140
9425,768707,2015,140
9659,788238,2019,140
10278,834436,2018,140
10461,850256,2011,140
10975,886101,2015,140
11485,928027,2015,140
11542,934393,2012,140
12146,978096,2016,140
12243,988131,2013,140
819,170882,2019,139
1187,189027,2017,139
1597,213860,2017,139
1904,236681,2014,139
2361,269189,2011,139
2886,315627,2016,139
2939,322410,2019,139
3246,347585,2016,139
3266,350230,2016,139
3712,375630,2012,139
3773,378293,2013,139
3913,388951,2013,139
4098,401346,2018,139
4230,409735,2010,139
5112,468158,2012,139
5585,502266,2015,139
5858,520958,2018,139
6024,534035,2014,139
6719,581602,2019,139
7663,648176,2013,139
8253,691914,2013,139
8412,703287,2012,139
8856,731063,2016,139
8888,733559,2018,139
9412,767427,2012,139
9970,812144,2010,139
11036,889286,2016,139
11292,915830,2012,139
11325,917518,2015,139
11349,919198,2019,139
11836,953385,2016,139
11865,957828,2015,139
453,147342,2013,138
633,160170,2013,138
647,160928,2017,138
2163,251987,2013,138
3238,346889,2018,138
3866,384816,2016,138
3915,388951,2015,138
4033,398326,2013,138
5175,474546,2015,138
5347,484554,2017,138
6084,535586,2014,138
6388,557667,2018,138
6715,581602,2015,138
7233,618520,2013,138
7478,636500,2018,138
7802,657930,2012,138
7968,670318,2018,138
8434,703602,2014,138
8492,705278,2012,138
8547,708163,2017,138
8591,711988,2011,138
8855,731063,2015,138
9048,745322,2018,138
9131,748715,2011,138
9142,748824,2012,138
9305,757747,2015,138
9755,795178,2015,138
9758,795178,2018,138
9892,806400,2012,138
188,114758,2018,137
423,142683,2013,137
437,143003,2017,137
836,171803,2016,137
1116,185932,2016,137
1428,201897,2018,137
1555,210459,2015,137
1884,236595,2014,137
2081,247250,2011,137
2335,267930,2015,137
3243,347585,2013,137
3377,354254,2017,137
3618,368780,2018,137
3775,378293,2015,137
4714,446615,2014,137
4715,446615,2015,137
4991,462079,2011,137
5116,468158,2016,137
5576,501682,2016,137
5609,504598,2019,137
6881,594723,2011,137
7755,653449,2015,137
8414,703287,2014,137
8467,704634,2017,137
8853,731063,2013,137
9133,748715,2013,137
9171,752330,2011,137
9421,768707,2011,137
9636,785371,2016,137
10679,864262,2019,137
11063,892794,2013,137
11101,897191,2011,137
542,154640,2012,136
602,157479,2012,136
611,158491,2011,136
637,160170,2017,136
693,163769,2013,136
778,168581,2018,136
1115,185932,2015,136
1286,195070,2016,136
1699,220785,2019,136
1954,238633,2014,136
2564,285363,2014,136
2751,304240,2011,136
3065,331437,2015,136
3878,385950,2018,136
4891,455350,2011,136
5251,481379,2011,136
6237,546837,2017,136
6438,563903,2018,136
6465,566187,2015,136
7031,604308,2011,136
7629,644389,2019,136
7682,649321,2012,136
7754,653449,2014,136
8043,677344,2013,136
8105,682918,2015,136
8283,693344,2013,136
8729,722552,2019,136
9091,747541,2011,136
9303,757747,2013,136
9402,766100,2012,136
9404,766100,2014,136
9406,766100,2016,136
10672,864262,2012,136
11348,919198,2018,136
11793,949294,2013,136
11880,957863,2010,136
234,119269,2014,135
465,148127,2015,135
632,160170,2012,135
835,171803,2015,135
1118,185932,2018,135
1371,198932,2011,135
1372,198932,2012,135
1469,203847,2019,135
1591,213860,2011,135
1593,213860,2013,135
1837,233294,2017,135
1887,236595,2017,135
2104,249551,2014,135
3193,341169,2013,135
3812,380260,2012,135
4170,406154,2010,135
4488,424767,2018,135
4980,461561,2010,135
5030,464413,2010,135
5129,470674,2019,135
5160,474448,2010,135
5813,519220,2013,135
6025,534035,2015,135
6088,535586,2018,135
6122,536644,2012,135
6312,553408,2012,135
7807,657930,2017,135
7915,667294,2015,135
8465,704634,2015,135
9403,766100,2013,135
9447,770457,2017,135
9757,795178,2017,135
10040,818150,2010,135
10470,850439,2010,135
11112,897724,2012,135
11476,927913,2016,135
46,103517,2016,134
1489,205323,2019,134
2169,251987,2019,134
2333,267930,2013,134
3344,353718,2014,134
3528,361422,2018,134
4352,415696,2012,134
4415,417584,2015,134
4481,424767,2011,134
4959,458214,2019,134
5161,474448,2011,134
5254,481379,2014,134
5457,490913,2017,134
5483,492957,2013,134
5572,501682,2012,134
5608,504598,2018,134
6031,534270,2011,134
6244,547345,2014,134
6460,566187,2010,134
6887,594723,2017,134
7030,604308,2010,134
7159,612161,2019,134
7226,617119,2016,134
7741,651616,2011,134
8411,703287,2011,134
8493,705278,2013,134
9267,757334,2017,134
9977,812144,2017,134
10043,818150,2013,134
10458,850061,2018,134
11042,890078,2012,134
11102,897191,2012,134
11559,934469,2019,134
11666,938230,2016,134
11697,941245,2017,134
424,142683,2014,133
700,164384,2010,133
1888,236595,2018,133
1901,236681,2011,133
2044,244821,2014,133
2161,251987,2011,133
2740,303854,2010,133
3930,391374,2010,133
4780,449994,2010,133
5276,481984,2016,133
5349,484554,2019,133
5570,501682,2010,133
6595,575021,2015,133
6883,594723,2013,133
7238,618520,2018,133
7743,651616,2013,133
7910,667294,2010,133
8398,702900,2018,133
8659,714926,2019,133
8938,736200,2018,133
9448,770457,2018,133
9810,802526,2010,133
9815,802526,2015,133
9979,812144,2019,133
10466,850256,2016,133
10592,858921,2012,133
11223,908329,2013,133
145,111700,2015,132
452,147342,2012,132
996,180621,2016,132
1285,195070,2015,132
1328,196810,2018,132
1558,210459,2018,132
2721,301514,2011,132
2759,304240,2019,132
3713,375630,2013,132
3861,384816,2011,132
3896,387600,2016,132
3897,387600,2017,132
4046,398743,2016,132
5170,474546,2010,132
5256,481379,2016,132
5877,523610,2017,132
6087,535586,2017,132
6546,571286,2016,132
8954,736656,2014,132
9756,795178,2016,132
9909,806550,2019,132
10042,818150,2012,132
10585,858551,2015,132
11670,940143,2010,132
11920,960673,2010,132
187,114758,2017,131
715,164909,2015,131
717,164909,2017,131
1783,228230,2013,131
1851,233886,2011,131
1919,237206,2019,131
2728,301514,2018,131
3045,329874,2015,131
3254,348820,2014,131
3880,386783,2010,131
4520,426318,2010,131
4606,432928,2016,131
4985,461561,2015,131
5031,464413,2011,131
5087,466119,2017,131
5190,475359,2010,131
5259,481379,2019,131
5526,497232,2016,131
5579,501682,2019,131
5769,516296,2019,131
6026,534035,2016,131
6437,563903,2017,131
6644,578026,2014,131
6718,581602,2018,131
7032,604308,2012,131
7200,615495,2010,131
7201,615495,2011,131
7609,642782,2019,131
7825,659435,2015,131
7967,670318,2017,131
8057,677802,2017,131
8252,691914,2012,131
8491,705278,2011,131
8523,707995,2013,131
8857,731063,2017,131
8987,739345,2017,131
9108,747917,2018,131
9109,747917,2019,131
9216,755155,2016,131
10044,818150,2014,131
11216,908251,2016,131
11835,953385,2015,131
11933,961885,2013,131
12267,990779,2017,131
142,111700,2012,130
347,130678,2017,130
605,157479,2015,130
838,171803,2018,130
998,180621,2018,130
1261,194168,2011,130
2726,301514,2016,130
3610,368780,2010,130
3839,383493,2019,130
4097,401346,2017,130
4951,458214,2011,130
4952,458214,2012,130
5198,475359,2018,130
5481,492957,2011,130
6020,534035,2010,130
6313,553408,2013,130
7132,612006,2012,130
7196,615152,2016,130
7227,617119,2017,130
7370,627706,2010,130
7773,656916,2013,130
8236,690997,2016,130
8505,706186,2015,130
8851,731063,2011,130
9006,742244,2016,130
9063,746376,2013,130
9330,762098,2010,130
9376,765588,2016,130
9648,787016,2018,130
10051,820035,2011,130
10405,844453,2015,130
11484,928027,2014,130
11864,957828,2014,130
346,130678,2016,129
507,151189,2017,129
1329,196810,2019,129
1374,198932,2014,129
1596,213860,2016,129
1859,233886,2019,129
1951,238633,2011,129
3097,334188,2017,129
3249,347585,2019,129
4038,398326,2018,129
5458,490913,2018,129
6111,536092,2011,129
6155,541992,2015,129
6880,594723,2010,129
7089,608040,2019,129
7477,636500,2017,129
7683,649321,2013,129
7744,651616,2014,129
7805,657930,2015,129
8176,689255,2016,129
8524,707995,2014,129
8557,708938,2017,129
8858,731063,2018,129
9882,805710,2012,129
11347,919198,2017,129
11748,944829,2018,129
11791,949294,2011,129
12148,978096,2018,129
146,111700,2016,128
436,143003,2016,128
530,152853,2010,128
601,157479,2011,128
3041,329874,2011,128
3714,375630,2014,128
3912,388951,2012,128
4009,396991,2019,128
4234,409735,2014,128
4482,424767,2012,128
4712,446615,2012,128
4981,461561,2011,128
5034,464413,2014,128
5188,475028,2018,128
5695,511785,2015,128
5757,515264,2017,128
5903,527693,2013,128
5991,533002,2011,128
6521,570734,2011,128
6833,589904,2013,128
6962,601208,2012,128
6963,601208,2013,128
7384,629079,2014,128
7474,636500,2014,128
7756,653449,2016,128
8175,689255,2015,128
8415,703287,2015,128
8644,714130,2014,128
9494,776227,2014,128
10045,818150,2015,128
10580,858551,2010,128
11035,889286,2015,128
11553,934469,2013,128
426,142683,2016,127
1598,213860,2018,127
1810,230612,2010,127
1899,236606,2019,127
2566,285363,2016,127
2952,323792,2012,127
3168,339327,2018,127
3379,354254,2019,127
3971,394588,2011,127
4691,445408,2011,127
5753,515264,2013,127
7198,615152,2018,127
7453,635543,2013,127
