,surgid,surgyear,total cardiac surgery
14709,498063,2019,40.00
15143,509470,2013,40.00
15997,529736,2017,40.00
16128,531776,2018,40.00
16129,531776,2019,40.00
16759,554367,2019,40.00
16841,555545,2011,40.00
17016,563434,2016,40.00
17138,565555,2018,40.00
17253,567692,2013,40.00
17415,572147,2015,40.00
17442,572964,2012,40.00
17469,573357,2019,40.00
17483,573580,2013,40.00
17752,581421,2012,40.00
18227,593364,2017,40.00
18292,596507,2012,40.00
18521,603085,2011,40.00
19089,618002,2019,40.00
19562,629320,2012,40.00
19618,630248,2018,40.00
19984,640025,2014,40.00
20135,643661,2015,40.00
20277,648097,2017,40.00
20492,656491,2012,40.00
21003,670215,2013,40.00
21066,671947,2016,40.00
21255,677119,2015,40.00
21817,694616,2017,40.00
21902,697812,2012,40.00
22301,708805,2011,40.00
22913,727468,2013,40.00
23520,745025,2010,40.00
23683,748619,2013,40.00
23851,753733,2011,40.00
23867,754592,2017,40.00
24283,766385,2013,40.00
24649,773924,2019,40.00
24943,780328,2013,40.00
25095,784490,2015,40.00
25396,791665,2016,40.00
26041,808758,2011,40.00
26045,808758,2015,40.00
26365,816183,2015,40.00
26725,822918,2015,40.00
26728,822918,2018,40.00
27383,839755,2013,40.00
28285,860652,2015,40.00
28564,869014,2014,40.00
29121,882108,2011,40.00
29334,885906,2014,40.00
29518,890156,2018,40.00
29772,899324,2012,40.00
30144,910095,2014,40.00
30160,910344,2010,40.00
30234,913073,2014,40.00
30235,913073,2015,40.00
30762,923726,2012,40.00
31524,939943,2014,40.00
31529,939943,2019,40.00
31661,943727,2011,40.00
31966,950341,2016,40.00
32203,956282,2013,40.00
32585,965772,2015,40.00
33182,989604,2012,40.00
33194,989815,2014,40.00
33227,990143,2017,40.00
33495,995958,2015,40.00
17,100562,2017,39.00
109,102244,2019,39.00
517,116143,2017,39.00
858,126486,2018,39.00
922,127907,2012,39.00
930,128324,2010,39.00
934,128324,2014,39.00
1194,134125,2014,39.00
1312,138386,2012,39.00
1346,139194,2016,39.00
1511,143382,2011,39.00
1515,143382,2015,39.00
1611,145180,2011,39.00
1808,149038,2018,39.00
2227,159310,2017,39.00
3589,194008,2019,39.00
3972,203981,2012,39.00
4196,209424,2016,39.00
4825,224396,2015,39.00
4828,224396,2018,39.00
4889,225568,2019,39.00
5195,235105,2015,39.00
5399,238741,2019,39.00
5927,254166,2017,39.00
6085,257355,2015,39.00
6516,269004,2016,39.00
6772,276632,2012,39.00
7123,286241,2013,39.00
7516,295436,2016,39.00
7608,297040,2018,39.00
9093,339853,2013,39.00
9214,343395,2014,39.00
10297,373730,2017,39.00
10874,391482,2014,39.00
10949,394147,2019,39.00
11062,396199,2012,39.00
11072,396297,2012,39.00
11543,409829,2013,39.00
11555,410354,2015,39.00
12063,422299,2013,39.00
12072,422372,2012,39.00
12137,424951,2017,39.00
12188,427700,2018,39.00
12878,448044,2018,39.00
13024,451561,2014,39.00
13672,469073,2012,39.00
14652,494984,2012,39.00
14728,498413,2018,39.00
15093,508479,2013,39.00
15157,509638,2017,39.00
15904,526941,2014,39.00
16829,555496,2019,39.00
16901,558639,2011,39.00
16904,558639,2014,39.00
16976,561977,2016,39.00
17130,565555,2010,39.00
17131,565555,2011,39.00
18296,596507,2016,39.00
18306,596515,2016,39.00
18768,610868,2018,39.00
19616,630248,2016,39.00
19987,640025,2017,39.00
20614,658313,2014,39.00
20617,658313,2017,39.00
20709,662356,2019,39.00
21064,671947,2014,39.00
21215,676375,2015,39.00
21307,677934,2017,39.00
21368,679414,2018,39.00
21611,687923,2011,39.00
21642,689053,2012,39.00
21727,691289,2017,39.00
21765,693394,2015,39.00
21957,698531,2017,39.00
22305,708805,2015,39.00
22425,713836,2015,39.00
22430,713844,2010,39.00
22679,722691,2019,39.00
22841,724907,2011,39.00
23708,748916,2018,39.00
24741,776356,2011,39.00
25552,796574,2012,39.00
26088,810388,2018,39.00
26104,810805,2014,39.00
26108,810805,2018,39.00
26149,811953,2019,39.00
26712,822906,2012,39.00
27283,836291,2013,39.00
27795,849443,2015,39.00
27950,852915,2010,39.00
28218,859017,2018,39.00
28764,874251,2014,39.00
29120,882108,2010,39.00
29123,882108,2013,39.00
29124,882108,2014,39.00
29355,886073,2015,39.00
30073,906442,2013,39.00
30107,907344,2017,39.00
30312,914731,2012,39.00
30409,917763,2019,39.00
30765,923726,2015,39.00
30773,924034,2013,39.00
31581,942479,2011,39.00
31588,942479,2018,39.00
31921,949601,2011,39.00
33006,983822,2016,39.00
33122,987273,2012,39.00
122,102688,2012,38.00
320,108391,2010,38.00
385,110421,2015,38.00
559,118684,2019,38.00
619,120164,2019,38.00
638,120775,2018,38.00
969,128814,2019,38.00
1187,134053,2017,38.00
1747,148224,2017,38.00
2033,155011,2013,38.00
2758,171641,2018,38.00
3286,185245,2016,38.00
3501,192615,2011,38.00
3588,194008,2018,38.00
3625,194309,2015,38.00
3706,196752,2016,38.00
3774,198196,2014,38.00
3945,202640,2015,38.00
4488,215048,2018,38.00
4792,223790,2012,38.00
5752,250407,2012,38.00
6346,265425,2016,38.00
6609,271045,2019,38.00
6740,275367,2010,38.00
6796,276858,2016,38.00
7030,284606,2010,38.00
7206,288403,2016,38.00
7911,305138,2011,38.00
8717,329217,2017,38.00
8735,330832,2015,38.00
9547,353613,2017,38.00
9945,364203,2015,38.00
9981,365349,2011,38.00
10006,365681,2016,38.00
10159,369834,2019,38.00
10206,371514,2016,38.00
10436,378653,2016,38.00
11052,396118,2012,38.00
11123,398161,2013,38.00
11240,402222,2010,38.00
11328,404518,2018,38.00
11930,419173,2010,38.00
11931,419173,2011,38.00
12680,443231,2010,38.00
13263,457192,2013,38.00
13444,462529,2014,38.00
13447,462529,2017,38.00
13613,467245,2013,38.00
13949,476264,2019,38.00
14002,478359,2012,38.00
14035,478504,2015,38.00
14071,479203,2011,38.00
14197,482306,2017,38.00
14235,482833,2015,38.00
14631,494629,2011,38.00
14819,499960,2019,38.00
15077,508128,2017,38.00
15251,511059,2011,38.00
15443,515526,2013,38.00
15517,517313,2017,38.00
15726,522485,2016,38.00
17014,563434,2014,38.00
17484,573580,2014,38.00
17486,573580,2016,38.00
18171,592277,2011,38.00
18272,595228,2012,38.00
18555,603427,2015,38.00
19041,617375,2011,38.00
19076,617942,2016,38.00
19639,630424,2019,38.00
19651,631235,2011,38.00
20615,658313,2015,38.00
20691,661667,2011,38.00
21067,671947,2017,38.00
21547,686727,2017,38.00
21738,691700,2018,38.00
22209,705965,2019,38.00
22397,712825,2017,38.00
23850,753733,2010,38.00
24066,760147,2016,38.00
24445,770120,2015,38.00
24692,775157,2012,38.00
24836,778261,2016,38.00
25180,785996,2010,38.00
25241,787312,2011,38.00
25553,796574,2013,38.00
25797,802237,2017,38.00
26040,808758,2010,38.00
26095,810650,2015,38.00
26346,815928,2016,38.00
26362,816183,2012,38.00
26473,818735,2013,38.00
26962,827107,2012,38.00
26968,827107,2018,38.00
27005,827486,2015,38.00
27114,830389,2014,38.00
27220,835366,2010,38.00
27243,835878,2013,38.00
27353,839090,2013,38.00
27477,840930,2017,38.00
27540,842533,2010,38.00
27794,849443,2014,38.00
27930,852217,2010,38.00
28058,855170,2018,38.00
28436,864923,2016,38.00
28811,875115,2011,38.00
29122,882108,2012,38.00
29648,892461,2018,38.00
29914,902794,2014,38.00
30116,908654,2016,38.00
30122,908895,2012,38.00
30177,910461,2017,38.00
30249,913449,2019,38.00
30401,917763,2011,38.00
30690,922499,2010,38.00
30700,923355,2010,38.00
31212,934375,2012,38.00
31494,939098,2014,38.00
31567,941984,2017,38.00
31709,944535,2019,38.00
31718,944629,2018,38.00
31826,946886,2016,38.00
31898,948687,2018,38.00
32592,966090,2012,38.00
32659,969225,2019,38.00
32829,977178,2019,38.00
32858,977931,2018,38.00
32925,980961,2015,38.00
32988,983673,2018,38.00
33178,989507,2018,38.00
33193,989815,2013,38.00
33225,990143,2015,38.00
33234,990160,2014,38.00
45,101145,2015,37.00
123,102688,2013,37.00
936,128324,2016,37.00
1311,138386,2011,37.00
1345,139194,2015,37.00
2041,155069,2011,37.00
2084,155950,2014,37.00
2340,161031,2010,37.00
2595,166929,2015,37.00
2719,170794,2019,37.00
3042,178717,2012,37.00
3615,194267,2015,37.00
3933,201902,2013,37.00
4067,205810,2017,37.00
4193,209424,2013,37.00
4199,209424,2019,37.00
4535,217660,2015,37.00
4746,222274,2016,37.00
4815,224074,2015,37.00
4880,225568,2010,37.00
4906,225860,2016,37.00
4926,226491,2016,37.00
5194,235105,2014,37.00
5247,235955,2017,37.00
5481,240660,2011,37.00
5617,245378,2017,37.00
5878,253451,2018,37.00
6133,258792,2013,37.00
6247,260890,2017,37.00
6338,264609,2018,37.00
7619,297583,2019,37.00
7913,305138,2013,37.00
8309,316075,2019,37.00
8414,319472,2014,37.00
8547,324554,2017,37.00
8549,324554,2019,37.00
8857,332919,2017,37.00
9163,341564,2013,37.00
9380,349150,2010,37.00
9771,360989,2011,37.00
9988,365349,2018,37.00
10032,366228,2012,37.00
10356,376218,2016,37.00
10768,387755,2018,37.00
10787,388858,2017,37.00
10870,391482,2010,37.00
10974,394530,2014,37.00
11061,396199,2011,37.00
11282,402972,2012,37.00
11329,404518,2019,37.00
12681,443231,2011,37.00
12721,444397,2011,37.00
13054,452780,2014,37.00
13149,455199,2019,37.00
13471,463776,2011,37.00
14128,481074,2018,37.00
14497,490286,2017,37.00
14748,498523,2018,37.00
14994,505290,2014,37.00
15432,515470,2012,37.00
15999,529736,2019,37.00
16825,555496,2015,37.00
16855,555988,2015,37.00
16992,562599,2012,37.00
17511,575409,2011,37.00
17800,583238,2010,37.00
17863,584602,2013,37.00
17899,585557,2019,37.00
17954,587720,2014,37.00
18248,594431,2018,37.00
18269,595196,2019,37.00
18372,598028,2012,37.00
18460,601030,2010,37.00
18849,613759,2019,37.00
18921,614321,2011,37.00
19040,617375,2010,37.00
19271,623578,2011,37.00
19360,625179,2010,37.00
19378,625295,2018,37.00
19545,628757,2015,37.00
19743,633434,2013,37.00
20298,648772,2018,37.00
20299,648772,2019,37.00
20491,656491,2011,37.00
20493,656491,2013,37.00
20521,657045,2011,37.00
20530,657171,2010,37.00
20889,666898,2019,37.00
21613,687923,2013,37.00
21818,694616,2018,37.00
21850,695685,2010,37.00
22392,712825,2012,37.00
22754,724365,2014,37.00
22941,728104,2011,37.00
23209,734928,2019,37.00
23460,743781,2010,37.00
23795,752532,2015,37.00
23853,753733,2013,37.00
24043,759788,2013,37.00
24201,763171,2011,37.00
24947,780328,2017,37.00
25738,801458,2018,37.00
25827,802480,2017,37.00
26046,808758,2016,37.00
26211,813213,2011,37.00
26282,814352,2012,37.00
26518,820011,2018,37.00
26612,821742,2012,37.00
26960,827107,2010,37.00
27296,836426,2016,37.00
27299,836426,2019,37.00
27352,839090,2012,37.00
27357,839090,2017,37.00
27479,840930,2019,37.00
27670,845634,2010,37.00
27782,849288,2012,37.00
28133,857589,2013,37.00
28212,859017,2012,37.00
28737,873698,2017,37.00
29080,880720,2010,37.00
29414,887623,2014,37.00
29419,887623,2019,37.00
29910,902794,2010,37.00
29911,902794,2011,37.00
30355,916496,2015,37.00
30567,921206,2017,37.00
30653,921787,2013,37.00
30907,926005,2017,37.00
31071,930698,2011,37.00
31388,937303,2018,37.00
31526,939943,2016,37.00
31660,943727,2010,37.00
32261,957530,2011,37.00
32322,958767,2012,37.00
32909,980483,2019,37.00
33343,992752,2013,37.00
33647,998739,2017,37.00
386,110421,2016,36.00
614,120164,2014,36.00
1623,145396,2013,36.00
1625,145396,2015,36.00
1745,148224,2015,36.00
1879,151288,2019,36.00
1979,153535,2019,36.00
2683,169840,2013,36.00
3169,181860,2019,36.00
3176,181868,2016,36.00
3285,185245,2015,36.00
3973,203981,2013,36.00
4160,208209,2010,36.00
4197,209424,2017,36.00
4563,218745,2013,36.00
4810,224074,2010,36.00
5158,234280,2018,36.00
6900,280259,2010,36.00
7017,283973,2017,36.00
7082,285620,2012,36.00
7518,295436,2018,36.00
8030,307511,2010,36.00
8128,310139,2018,36.00
8601,326131,2011,36.00
9183,341773,2013,36.00
9288,346549,2018,36.00
9327,346978,2017,36.00
9407,350095,2017,36.00
10028,366005,2018,36.00
10205,371514,2015,36.00
10283,373017,2013,36.00
10378,376711,2018,36.00
11270,402654,2010,36.00
11575,411026,2015,36.00
12028,421069,2018,36.00
12552,437935,2012,36.00
12643,441150,2013,36.00
12644,441150,2014,36.00
12682,443231,2012,36.00
12775,445731,2015,36.00
12817,447479,2017,36.00
12861,447985,2011,36.00
13518,464549,2018,36.00
13541,465379,2011,36.00
13936,476160,2016,36.00
14051,478611,2011,36.00
14321,486392,2011,36.00
14503,490788,2013,36.00
15179,510008,2019,36.00
15275,511581,2015,36.00
15440,515526,2010,36.00
15724,522485,2014,36.00
16902,558639,2012,36.00
18525,603085,2015,36.00
18922,614321,2012,36.00
19272,623578,2012,36.00
19745,633434,2015,36.00
19912,638656,2012,36.00
19999,640139,2019,36.00
20069,641817,2019,36.00
20141,644186,2011,36.00
20566,657572,2016,36.00
20764,663347,2014,36.00
21845,695579,2015,36.00
21990,699597,2010,36.00
22458,715079,2018,36.00
22469,715477,2019,36.00
22614,721291,2014,36.00
22710,723615,2010,36.00
22711,723615,2011,36.00
23026,730424,2016,36.00
23091,732493,2011,36.00
23693,748620,2013,36.00
23797,752532,2017,36.00
24486,770924,2016,36.00
24593,773165,2013,36.00
24637,773769,2017,36.00
24822,778054,2012,36.00
24884,779659,2014,36.00
25687,799832,2017,36.00
26002,808274,2012,36.00
26047,808758,2017,36.00
26281,814352,2011,36.00
26848,825134,2018,36.00
26900,826449,2010,36.00
26901,826449,2011,36.00
27354,839090,2014,36.00
27356,839090,2016,36.00
27430,840371,2010,36.00
27895,851420,2015,36.00
28043,855167,2013,36.00
28582,869524,2012,36.00
28763,874251,2013,36.00
28769,874251,2019,36.00
29187,882807,2017,36.00
29925,902874,2015,36.00
30121,908895,2011,36.00
30247,913449,2017,36.00
30693,922499,2013,36.00
30749,923710,2019,36.00
30763,923726,2013,36.00
31590,942616,2010,36.00
31715,944629,2015,36.00
31755,945826,2015,36.00
32002,952132,2012,36.00
32029,952524,2019,36.00
32452,962295,2012,36.00
32807,976000,2017,36.00
33175,989507,2015,36.00
33211,990094,2011,36.00
33213,990094,2013,36.00
33270,990558,2010,36.00
33498,995958,2018,36.00
462,113979,2012,35.00
701,122581,2011,35.00
702,122581,2012,35.00
938,128324,2018,35.00
1147,132599,2017,35.00
1347,139194,2017,35.00
1388,140779,2018,35.00
1755,148328,2015,35.00
2035,155011,2015,35.00
2321,160527,2011,35.00
2895,174611,2015,35.00
3110,180787,2010,35.00
3866,200003,2016,35.00
4203,209456,2013,35.00
4218,209593,2018,35.00
4506,217184,2016,35.00
4507,217184,2017,35.00
5020,231215,2010,35.00
5231,235888,2011,35.00
5478,240649,2018,35.00
5785,251648,2015,35.00
6457,267694,2017,35.00
6774,276632,2014,35.00
6852,278176,2012,35.00
7844,303051,2014,35.00
8448,320589,2018,35.00
8869,333034,2019,35.00
10029,366005,2019,35.00
10166,369871,2016,35.00
10252,372458,2012,35.00
10377,376711,2017,35.00
10613,384866,2013,35.00
10692,386361,2012,35.00
11321,404518,2011,35.00
11461,408838,2011,35.00
11553,410354,2013,35.00
12004,420843,2014,35.00
12022,421069,2012,35.00
12355,431565,2015,35.00
12359,431565,2019,35.00
12686,443231,2016,35.00
12974,450646,2014,35.00
13010,451320,2010,35.00
13187,456054,2017,35.00
13475,463776,2015,35.00
13507,464331,2017,35.00
13564,465839,2014,35.00
13565,465839,2015,35.00
13614,467245,2014,35.00
13671,469073,2011,35.00
13871,473935,2011,35.00
13892,475171,2012,35.00
14009,478359,2019,35.00
14473,489789,2013,35.00
14611,493610,2011,35.00
15324,512931,2014,35.00
15700,522127,2010,35.00
16197,534185,2017,35.00
16335,540963,2015,35.00
16938,558980,2018,35.00
17021,563655,2011,35.00
17367,570135,2017,35.00
17485,573580,2015,35.00
17541,576233,2011,35.00
17580,577159,2010,35.00
17953,587720,2013,35.00
18520,603085,2010,35.00
18522,603085,2012,35.00
18686,608833,2016,35.00
18846,613759,2016,35.00
19154,619835,2014,35.00
19182,620641,2012,35.00
19251,622399,2011,35.00
19600,630138,2010,35.00
19820,635076,2010,35.00
20266,648042,2016,35.00
20292,648772,2012,35.00
20571,657902,2011,35.00
20629,658888,2019,35.00
21010,670767,2010,35.00
21014,670767,2014,35.00
21212,676375,2012,35.00
21567,687181,2017,35.00
22399,712825,2019,35.00
23396,741067,2016,35.00
23952,758051,2012,35.00
24315,766684,2015,35.00
24324,767134,2014,35.00
24691,775157,2011,35.00
25092,784490,2012,35.00
25376,791530,2016,35.00
25402,791925,2012,35.00
25450,793286,2010,35.00
25522,795621,2012,35.00
25627,798449,2017,35.00
27932,852217,2012,35.00
28765,874251,2015,35.00
29174,882688,2014,35.00
29360,886112,2010,35.00
29738,897969,2018,35.00
29739,897969,2019,35.00
29868,901667,2018,35.00
30407,917763,2017,35.00
30568,921206,2018,35.00
30691,922499,2011,35.00
31037,929286,2017,35.00
31283,934967,2013,35.00
31790,946572,2010,35.00
31793,946572,2013,35.00
32658,969225,2018,35.00
32745,972538,2015,35.00
32856,977931,2016,35.00
33342,992752,2012,35.00
33360,993051,2010,35.00
14,100562,2014,34.00
24,101052,2014,34.00
384,110421,2014,34.00
408,110854,2018,34.00
579,118933,2019,34.00
618,120164,2018,34.00
806,125434,2016,34.00
1011,129598,2011,34.00
1192,134125,2012,34.00
1308,138369,2018,34.00
1380,140779,2010,34.00
1453,143033,2013,34.00
1769,148385,2019,34.00
2139,156780,2019,34.00
2182,157991,2012,34.00
2561,165442,2011,34.00
2684,169840,2014,34.00
3033,178519,2013,34.00
3173,181868,2013,34.00
3658,195155,2018,34.00
3770,198196,2010,34.00
3885,200495,2015,34.00
4795,223790,2015,34.00
5474,240649,2014,34.00
5480,240660,2010,34.00
5846,253157,2016,34.00
6477,268194,2017,34.00
6767,276382,2017,34.00
6773,276632,2013,34.00
6895,279666,2015,34.00
7315,290756,2015,34.00
7439,294672,2019,34.00
8126,310139,2016,34.00
9145,341075,2015,34.00
9156,341355,2016,34.00
9388,349150,2018,34.00
9783,361026,2013,34.00
11320,404518,2010,34.00
11796,416022,2016,34.00
12049,421166,2019,34.00
12396,432528,2016,34.00
12406,433013,2016,34.00
12746,444910,2016,34.00
12766,445290,2016,34.00
12830,447792,2010,34.00
13474,463776,2014,34.00
13560,465839,2010,34.00
14198,482306,2018,34.00
14242,483091,2012,34.00
14824,500261,2014,34.00
15142,509470,2012,34.00
15177,510008,2017,34.00
16257,535341,2017,34.00
16465,545660,2015,34.00
17051,563695,2011,34.00
17328,569118,2018,34.00
17481,573580,2011,34.00
17831,583779,2011,34.00
17856,584246,2016,34.00
17865,584602,2015,34.00
17870,584797,2010,34.00
18482,601395,2012,34.00
18685,608833,2015,34.00
19530,628751,2010,34.00
19847,635470,2017,34.00
20452,655822,2012,34.00
21091,672715,2011,34.00
21612,687923,2012,34.00
21615,687923,2015,34.00
21906,697812,2016,34.00
22316,709798,2016,34.00
22576,717944,2016,34.00
22712,723615,2012,34.00
23033,730746,2013,34.00
23489,744263,2019,34.00
23499,744404,2019,34.00
23883,754886,2013,34.00
23909,756278,2019,34.00
24048,759788,2018,34.00
24214,763767,2014,34.00
24325,767134,2015,34.00
25094,784490,2014,34.00
25207,786547,2017,34.00
25798,802237,2018,34.00
26100,810805,2010,34.00
27110,830389,2010,34.00
27129,830463,2019,34.00
27351,839090,2011,34.00
27604,844483,2014,34.00
28163,858441,2013,34.00
28438,864923,2018,34.00
28739,873698,2019,34.00
29379,886213,2019,34.00
29533,890515,2013,34.00
29611,892362,2011,34.00
30400,917763,2010,34.00
31792,946572,2012,34.00
31889,948451,2019,34.00
32067,954285,2017,34.00
32133,955843,2013,34.00
33223,990143,2013,34.00
345,109132,2015,33.00
464,113979,2014,33.00
617,120164,2017,33.00
856,126486,2016,33.00
1089,131172,2019,33.00
1098,131427,2018,33.00
1648,145951,2018,33.00
1974,153535,2014,33.00
2319,160357,2019,33.00
2743,171078,2013,33.00
3120,180812,2010,33.00
3777,198196,2017,33.00
4194,209424,2014,33.00
5027,231215,2017,33.00
5185,234646,2015,33.00
5592,244047,2012,33.00
5761,251182,2011,33.00
6339,264609,2019,33.00
6839,277675,2019,33.00
6914,280329,2014,33.00
7164,287179,2014,33.00
7747,299476,2017,33.00
7983,306674,2013,33.00
8492,323257,2012,33.00
8556,324905,2016,33.00
8588,325706,2018,33.00
8866,333034,2016,33.00
10124,369001,2014,33.00
11313,403656,2013,33.00
11327,404518,2017,33.00
11556,410354,2016,33.00
11627,411891,2017,33.00
12354,431565,2014,33.00
12922,449728,2012,33.00
13058,452780,2018,33.00
13322,459662,2012,33.00
13443,462529,2013,33.00
13446,462529,2016,33.00
13536,465310,2016,33.00
13649,467713,2019,33.00
14001,478359,2011,33.00
14196,482306,2016,33.00
14243,483091,2013,33.00
14384,487513,2014,33.00
14405,487872,2015,33.00
15274,511581,2014,33.00
15398,514308,2018,33.00
15436,515470,2016,33.00
15779,524516,2019,33.00
16134,532783,2014,33.00
16684,552009,2014,33.00
