,SiteID,total,count_First,count_Reop,Complics_First,Complics_Reop,PredMM_First_avg,PredMM_Reoperation_avg,total_year_avg,Year_avg_Firstop,Year_avg_reop,Complics_First_rate,Complics_Reop_rate,observe/expected_First,observe/expected_Reop,log_First,log_Reoperation
311,334898,487,474,13.0,137,3.0,11.733143459915606,19.3823076923077,232.0,221.6,10.4,28.902953586497894,23.076923076923077,2.4633597709974464,1.190617930706036,1.3006273472560483,0.25171052662958415
312,335063,902,864,38.0,233,13.0,12.64516203703705,16.348157894736843,105.7,102.5,3.2,26.96759259259259,34.21052631578947,2.1326411250093797,2.092622700127167,1.092641213344045,1.0653122171245615
313,335164,1554,1455,99.0,285,18.0,10.971628865979381,10.41383838383838,61.111111111111114,53.111111111111114,8.0,19.587628865979383,18.181818181818183,1.7852981635859313,1.7459285915206075,0.8361650396349048,0.8039945539468257
314,337864,2488,2270,218.0,925,101.0,12.350612334801772,19.270412844036702,121.9,115.1,6.8,40.7488986784141,46.330275229357795,3.299342378643943,2.4042180935264637,1.72217849670912,1.2655677729948502
315,338488,514,474,40.0,135,14.0,16.331835443037964,18.336749999999995,138.9,133.5,5.4,28.48101265822785,35.0,1.7438953972787494,1.9087351902599976,0.8023135066555076,0.9326169632977802
316,339133,1381,1229,152.0,483,80.0,13.056973148901548,17.710657894736848,201.2,177.9,23.3,39.300244100895036,52.63157894736842,3.0099046427311733,2.9717461237286487,1.5897177814573902,1.5713108717034654
317,341244,1625,1527,98.0,521,31.0,14.62079895219381,20.18244897959184,244.7,222.5,22.2,34.119187950229204,31.63265306122449,2.333606259260525,1.567334722025603,1.2225611609887732,0.6483133165291762
318,342371,1792,1663,129.0,596,53.0,12.234786530366831,18.523333333333333,64.7,63.0,1.7,35.838845460012024,41.08527131782946,2.9292579295159538,2.2180279638921787,1.5505352322238524,1.149277554460062
319,342568,296,292,4.0,98,1.0,11.475650684931509,10.8225,81.5,77.2,4.3,33.56164383561644,25.0,2.9245961520670622,2.31000231000231,1.5482374214020362,1.2078942943370952
320,342604,158,152,6.0,38,0.0,16.556907894736845,17.153333333333336,85.0,82.4,2.6,25.0,0.0,1.5099437744620823,0.0,0.5944948291430933,0.0
321,343490,1578,1449,129.0,516,53.0,14.249585921325068,17.968914728682165,18.0,18.0,0.0,35.61076604554865,41.08527131782946,2.4990737444697064,2.286463703467229,1.3213934741381002,1.1931180172233975
322,343916,112,106,6.0,53,4.0,13.157452830188678,21.261666666666667,251.7,234.2,17.5,50.0,66.66666666666666,3.800127626927848,3.135533432625225,1.9260478721467273,1.6487109024011253
323,344735,1267,1173,94.0,549,50.0,16.915694799658993,22.682659574468097,56.5,48.5,8.0,46.80306905370844,53.191489361702125,2.766842840806749,2.3450287735030497,1.4682406998828421,1.2296056247174048
324,345146,448,425,23.0,116,9.0,18.48237647058824,23.563043478260873,195.3,188.3,7.0,27.294117647058826,39.130434782608695,1.4767645108026595,1.6606698034874063,0.5624397880636754,0.7317652459507996
325,345716,1768,1689,79.0,604,31.0,13.751604499703964,15.776455696202534,377.4,344.9,32.5,35.76080521018354,39.24050632911392,2.6004823808707833,2.4872827639327943,1.3787792632306113,1.3145705280351114
326,346131,1600,1456,144.0,614,68.0,15.265405219780208,19.891250000000003,122.66666666666669,118.0,4.666666666666667,42.17032967032967,47.22222222222222,2.7624769249942545,2.374019844012931,1.4659624137039267,1.247331994263474
327,346718,467,451,16.0,133,6.0,10.989778270509982,13.223749999999999,138.0,133.5,4.5,29.490022172949004,37.5,2.683404655404437,2.8358067870309105,1.4240646283312568,1.503759240303762
328,346729,980,922,58.0,356,33.0,17.639956616052057,25.634482758620685,272.2,259.6,12.6,38.611713665943604,56.896551724137936,2.1888780401425483,2.21953188054883,1.1301915727083265,1.1502554311587831
329,349482,971,899,72.0,331,29.0,15.545506117908795,19.915416666666665,217.4,204.0,13.4,36.818687430478306,40.27777777777778,2.3684457200182307,2.022442133746191,1.243940608648097,1.0160984247557672
330,349485,686,645,41.0,235,17.0,13.644744186046518,18.461951219512198,31.0,28.33333333333333,2.6666666666666665,36.434108527131784,41.46341463414634,2.6701935947168787,2.245884746479245,1.4169443441648457,1.1672838939231962
331,349641,554,539,15.0,231,11.0,18.398311688311676,22.803333333333335,264.7,249.3,15.4,42.857142857142854,73.33333333333333,2.329406283749922,3.21590410758661,1.2199622893693354,1.6852243886151586
332,350374,8,7,1.0,2,0.0,12.484285714285715,10.47,76.3,72.8,3.5,28.57142857142857,0.0,2.288591372010527,0.0,1.1944598926879446,0.0
333,350625,228,210,18.0,102,11.0,18.71361904761906,23.166111111111114,87.0,81.3,5.7,48.57142857142857,61.111111111111114,2.5955123083265037,2.6379529485119546,1.3760193292321514,1.3994188323855756
334,351527,507,477,30.0,131,12.0,12.744171907756822,16.795333333333332,187.9,175.3,12.6,27.463312368972748,40.0,2.1549703321450826,2.3816139403802645,1.1076680076151666,1.2519395712882742
335,352164,2114,1972,142.0,844,59.0,14.196217038539544,20.586197183098594,90.4,83.8,6.6,42.799188640973625,41.54929577464789,3.0148305372328017,2.0183084522652943,1.5920769109263928,1.013146674220053
336,352224,1003,925,78.0,350,27.0,14.02350270270271,17.556410256410256,200.8,185.1,15.7,37.83783783783784,34.61538461538461,2.69817310553557,1.9716664232510588,1.4319829096228607,0.9794154897334196
337,353641,1635,1557,78.0,664,45.0,12.190102761721274,16.232307692307685,332.9,313.7,19.2,42.6461143224149,57.692307692307686,3.498421232044902,3.5541654819448403,1.8067040093266749,1.829510854811505
338,354352,1315,1237,78.0,461,34.0,12.177041228779299,14.29794871794872,6.0,6.0,0.0,37.26758286176233,43.58974358974359,3.060479320188543,3.048671138051002,1.6137576198150432,1.6081805343779982
339,354556,2822,2577,245.0,1028,118.0,13.004955374466446,20.084122448979596,45.4,43.6,1.8,39.89134652696934,48.16326530612245,3.0673958793654044,2.3980766612269613,1.6170143734325593,1.2618777792709635
340,354579,61,59,2.0,13,0.0,12.563559322033901,15.95,94.1,88.9,5.2,22.033898305084744,0.0,1.7537942664418207,0.0,0.8104795184824504,0.0
341,355735,1205,1082,123.0,431,50.0,12.657689463955645,16.89634146341463,109.11111111111113,100.88888888888887,8.222222222222221,39.83364140480592,40.65040650406504,3.1469915199165848,2.4058703235895593,1.6539732910638,1.2665588833468768
342,355981,332,312,20.0,122,13.0,14.790288461538463,21.294500000000003,90.33333333333331,85.1111111111111,5.222222222222221,39.1025641025641,65.0,2.643799964026984,3.0524313789945756,1.4026130233570573,1.6099588626829464
343,356862,274,252,22.0,104,11.0,14.213333333333344,16.33590909090909,113.9,108.0,5.9,41.269841269841265,50.0,2.903600464576072,3.0607418125156514,1.5378429521526042,1.6138813521130968
344,357223,103,101,2.0,36,0.0,12.86891089108911,10.075,20.5,17.5,3.0,35.64356435643564,0.0,2.7697421062349967,0.0,1.469751651589675,0.0
345,359012,1980,1910,70.0,692,30.0,12.720607329842899,18.108285714285714,95.4,90.0,5.4,36.2303664921466,42.857142857142854,2.8481632639621814,2.366714526893766,1.5100318476236883,1.2428856986908698
346,359122,1157,1080,77.0,369,29.0,15.101990740740737,21.244155844155838,308.9,295.0,13.9,34.166666666666664,37.66233766233766,2.2623948890721426,1.772832864653381,1.1778507661021511,0.8260565313288087
347,359847,504,484,20.0,170,7.0,14.84716942148761,24.179499999999997,150.6,141.0,9.6,35.12396694214876,35.0,2.36570122863389,1.447507185839244,1.2422678829822236,0.5335705101826707
348,360160,385,368,17.0,138,8.0,9.112119565217387,14.659411764705881,82.6,77.5,5.1,37.5,47.05882352941176,4.1153981498601375,3.2101440552144775,2.0410320129171,1.6826380397402065
349,360991,1075,947,128.0,216,43.0,11.719873284054918,15.152031250000004,119.3,109.3,10.0,22.80887011615628,33.59375,1.9461703691957257,2.2171119796231937,0.9606380102398496,1.1486816382102858
350,361610,1270,1213,57.0,484,20.0,11.505729596042872,16.866491228070174,141.0,137.0,4.0,39.901071723000825,35.08771929824561,3.467930598397156,2.080321201593526,1.7940750270631733,1.056806297678914
351,361626,2239,2124,115.0,861,42.0,13.718677024482062,18.72713043478261,105.9,100.8,5.1,40.536723163841806,36.52173913043478,2.9548565864988894,1.9502047715010076,1.5630881111243833,0.9636256149075925
352,361651,1142,1031,111.0,324,42.0,12.600271580989329,17.257027027027018,50.0,43.33333333333334,6.666666666666668,31.42580019398642,37.83783783783784,2.4940573694776647,2.1926046577187526,1.3184946510974143,1.1326457072393399
353,362388,743,709,34.0,312,20.0,13.962609308885762,16.007941176470588,115.8,102.9,12.9,44.00564174894217,58.82352941176471,3.151677510659638,3.674646774578794,1.656119921350645,1.877605577553032
354,363075,917,809,108.0,323,55.0,10.715537700865251,17.56537037037038,98.1,93.8,4.3,39.925834363411624,50.92592592592593,3.7259758192244257,2.899223008233792,1.8976183115317766,1.5356663097700602
355,363253,580,546,34.0,193,14.0,12.568974358974339,17.111470588235292,56.3,51.5,4.8,35.34798534798535,41.17647058823529,2.8123205870609986,2.4063665583801717,1.4917610620493096,1.2668564229284185
356,363537,1441,1376,65.0,495,28.0,13.673742732558141,19.16153846153846,114.9,105.0,9.9,35.973837209302324,43.07692307692308,2.630869829344243,2.248093135287034,1.3955398683421263,1.1687018055914926
357,363943,2847,2638,209.0,1170,93.0,13.061125852918895,18.063301435406704,62.2,59.1,3.1,44.351781652767244,44.49760765550239,3.395708926796347,2.4634260694050423,1.7637127993312651,1.3006661751600659
358,366822,974,918,56.0,315,21.0,12.27267973856209,16.197142857142858,64.9,61.1,3.8,34.31372549019608,37.5,2.7959440172123644,2.3152231434115365,1.4833354741258402,1.2111512485087834
359,366919,248,235,13.0,69,3.0,11.156297872340424,13.856153846153848,152.5,141.9,10.6,29.361702127659573,23.076923076923077,2.6318499616665334,1.6654638316771218,1.3960772452549337,0.7359240238251515
360,367170,1695,1613,82.0,436,35.0,12.298518288902672,18.1739024390244,169.0,156.6,12.4,27.030378177309363,42.68292682926829,2.197856485012483,2.3485834686564746,1.1360971846854477,1.2317908678886025
361,368188,974,889,85.0,327,29.0,14.407581552305976,18.77482352941177,149.6,141.1,8.5,36.782902137232846,34.11764705882353,2.553024045270501,1.8172020102013957,1.352207125613871,0.8617188064273795
362,368400,190,176,14.0,78,7.0,13.344602272727284,20.75785714285714,152.9,143.6,9.3,44.31818181818182,50.0,3.321056777297594,2.4087264719039263,1.731642387587829,1.2682705745507603
363,368544,7,7,0.0,7,0.0,21.547142857142855,0.0,72.4,68.6,3.8,100.0,0.0,4.640986541139031,0.0,2.214431513698553,0.0
364,369184,4204,3907,297.0,1376,110.0,11.439920655234191,15.971919191919191,29.8,28.8,1.0,35.21883798310724,37.03703703703704,3.078591106048739,2.3188845743581963,1.6222702634693031,1.2134310096581586
365,369646,325,305,20.0,138,7.0,11.94334426229509,11.8965,119.5,111.6,7.9,45.24590163934426,35.0,3.7883779154038715,2.9420417769932334,1.9215802562243753,1.5568177330077777
366,370901,1999,1877,122.0,861,52.0,12.958710708577522,16.48934426229509,137.0,123.0,14.0,45.87107085775173,42.62295081967213,3.5397866261023276,2.58487846100313,1.8236623990817902,1.3700964477238629
367,371161,2094,1958,136.0,657,38.0,12.487512768130742,16.56595588235294,53.8,49.9,3.9,33.55464759959142,27.941176470588236,2.687056119391998,1.6866624943962858,1.4260264524724287,0.7541713154309
368,371648,2320,2216,104.0,918,53.0,16.063560469314062,23.671634615384612,104.1,96.6,7.5,41.42599277978339,50.96153846153846,2.578879872797736,2.1528525296017227,1.366744572291401,1.1062494982794344
369,372456,1057,1025,32.0,295,9.0,14.599258536585372,25.149375,79.85714285714286,72.57142857142857,7.2857142857142865,28.780487804878046,28.125,1.971366404174217,1.1183180496533214,0.9791959450052314,0.1613305490068076
370,373899,550,478,72.0,193,45.0,12.403472803347283,15.728611111111112,70.9,66.5,4.4,40.37656903765691,62.5,3.2552632377893893,3.9736502834537197,1.7027742120538087,1.9904649081869448
371,375008,1219,1151,68.0,370,28.0,13.371781059947878,20.36558823529412,80.8,75.8,5.0,32.14596003475239,41.17647058823529,2.4040148347207304,2.0218650260676165,1.265445798674721,1.0156866902565371
372,375614,1389,1335,54.0,406,17.0,12.934284644194763,16.347777777777775,190.5,180.9,9.6,30.41198501872659,31.48148148148148,2.351269193103483,1.9257346111148874,1.2334397203278216,0.9454088965304883
373,376910,2012,1779,233.0,768,96.0,14.324446318156312,22.419184549356217,104.9,94.6,10.3,43.17032040472175,41.201716738197426,3.0137514180916813,1.837788374839912,1.591560424674207,0.8779706468517104
374,376992,2447,2225,222.0,817,84.0,12.583424719101114,17.77747747747748,408.0,372.2,35.8,36.71910112359551,37.83783783783784,2.918053069277511,2.1284143313231643,1.5450061211198471,1.0897790228128215
375,377172,647,630,17.0,255,10.0,13.636492063492064,19.567058823529408,331.8,309.9,21.9,40.476190476190474,58.82352941176471,2.9682260135327825,3.006253006253007,1.5696009491650738,1.587966431578442
376,377283,815,772,43.0,400,24.0,14.618173575129527,18.846279069767437,70.7,68.6,2.1,51.813471502590666,55.81395348837209,3.5444558950061285,2.9615370377225787,1.8255641781492027,1.5663461289505913
377,377629,1435,1337,98.0,511,45.0,13.81953627524311,22.87755102040816,185.3,170.8,14.5,38.21989528795812,45.91836734693878,2.765642386743962,2.007136485281,1.4676146198919715,1.0051387232989732
378,378552,247,244,3.0,79,1.0,14.059713114754105,22.526666666666667,151.2,140.4,10.8,32.37704918032787,33.33333333333333,2.302824311994799,1.4797277300976617,1.2034043486547281,0.5653317443856474
379,378886,850,824,26.0,362,13.0,13.178652912621356,21.056153846153844,80.8,77.7,3.1,43.932038834951456,50.0,3.3335758310226997,2.3746027107003256,1.73707054541285,1.2476861596552007
380,380143,1018,960,58.0,410,19.0,10.70153124999999,12.593620689655175,79.2,76.3,2.9,42.70833333333333,32.758620689655174,3.9908618996308,2.6012075079063015,1.99670035648262,1.3791814929702928
381,380557,72,72,0.0,27,0.0,11.363194444444444,0.0,47.125,46.125,1.0,37.5,0.0,3.300128338324268,0.0,1.7225221303691918,0.0
382,382750,244,238,6.0,38,2.0,16.048445378151257,25.14,131.6,124.0,7.6,15.966386554621847,33.33333333333333,0.994886805444649,1.3259082471492971,-0.007395704420464319,0.4069809444077853
383,382869,2517,2342,175.0,761,66.0,14.493791631084537,18.1764,138.5,130.1,8.4,32.493595217762596,37.714285714285715,2.2418974996214414,2.0749040356883492,1.1647203191030744,1.053044613356881
384,383210,565,485,80.0,203,29.0,14.748865979381439,19.064374999999995,209.6,203.4,6.2,41.855670103092784,36.25,2.837890734216855,1.9014523161656236,1.5048190431552813,0.9271017601128837
385,384579,1953,1883,70.0,611,34.0,15.850377057886343,22.58628571428572,70.14285714285714,67.85714285714286,2.2857142857142856,32.44822092405735,48.57142857142857,2.0471576673258234,2.150483226230835,1.0336222196595182,1.1046608783051297
386,384758,3774,3449,325.0,1782,180.0,12.431962887793585,17.77209230769229,217.4,210.1,7.3,51.667149898521316,55.38461538461539,4.155992932479801,3.116381258083117,2.055193200853046,1.6398717435082295
387,388453,368,354,14.0,147,7.0,14.121045197740123,23.120000000000005,23.83333333333333,21.66666666666667,2.1666666666666665,41.52542372881356,50.0,2.9406763555617768,2.1626297577854667,1.556148013086179,1.1127866970487703
388,388457,263,253,10.0,107,6.0,15.678023715415009,14.133,91.2,86.5,4.7,42.29249011857708,60.0,2.6975651323319587,4.245383145828911,1.4316577938033423,2.0858947628815283
389,389366,1380,1335,45.0,529,17.0,12.644389513108601,17.68911111111111,190.7,178.2,12.5,39.62546816479401,37.77777777777778,3.133837985907803,2.135651562166305,1.6479305968592606,1.0946762862857018
390,389738,2722,2596,126.0,819,53.0,15.00129044684127,19.738015873015865,368.0,335.2,32.8,31.548536209553156,42.06349206349206,2.1030548219400775,2.131090193366279,1.0724864583959908,1.0915916530777583
391,389870,2174,2040,134.0,828,54.0,13.28819117647062,18.614029850746263,178.8,163.9,14.9,40.588235294117645,40.298507462686565,3.054459012148107,2.1649534134098825,1.6109168809919299,1.1143359806260595
392,390313,93,85,8.0,37,1.0,15.049058823529407,20.049999999999997,119.8,113.8,6.0,43.529411764705884,12.5,2.8925006058616143,0.6234413965087283,1.5323172615189207,-0.6816741417928329
393,391209,2647,2493,154.0,766,41.0,12.566550340954654,18.31525974025974,96.1,88.4,7.7,30.726032892097876,26.623376623376622,2.4450650384108266,1.4536172023186966,1.2898728411876583,0.5396473978499297
394,395639,1172,1108,64.0,488,28.0,12.445514440433222,16.893593750000004,33.625,31.875,1.75,44.04332129963899,43.75,3.538891181271721,2.5897390837873075,1.8232974004595757,1.3728067537080504
395,398072,763,728,35.0,224,11.0,12.877307692307689,18.16885714285714,136.7,129.1,7.6,30.76923076923077,31.428571428571427,2.389414892028315,1.7298045320878743,1.2566573815055402,0.7906090225325724
396,398966,870,813,57.0,390,29.0,13.194341943419431,18.774210526315795,104.4,93.5,10.9,47.97047970479705,50.877192982456144,3.635685653025078,2.709951127433115,1.8622274672914474,1.4382668335549158
397,399024,1879,1753,126.0,580,43.0,12.954204221334862,17.123650793650796,52.33333333333334,51.22222222222222,1.1111111111111112,33.08613804905875,34.12698412698413,2.554084950626894,1.9929736093215544,1.3528065108706833,0.9949226063370306
398,399951,904,838,66.0,268,26.0,14.982696897374694,20.915606060606063,147.8,143.2,4.6,31.980906921241047,39.39393939393939,2.1345227191270766,1.883471092340792,1.093913518218034,0.9133938908607626
399,400933,2008,1851,157.0,535,45.0,14.578779038357654,21.421273885350328,46.9,44.5,2.4,28.903295515937334,28.662420382165603,1.9825594063735383,1.3380352884506734,0.9873640961922705,0.42011616515832895
400,403699,3329,3137,192.0,996,72.0,10.742830729996822,16.494375,107.7,102.3,5.4,31.750079693975135,37.5,2.955466812422216,2.2735023303398885,1.5633860203442729,1.1849164828456273
401,403862,182,172,10.0,69,3.0,18.76337209302326,21.22,289.6,274.5,15.1,40.116279069767444,30.0,2.1380101013230868,1.413760603204524,1.0962686692858579,0.49953784446847843
402,404118,6,6,0.0,2,0.0,10.761666666666668,0.0,121.3,118.1,3.2,33.33333333333333,0.0,3.097413659594238,0.0,1.6310640678020993,0.0
403,404327,281,270,11.0,98,5.0,11.290925925925928,17.513636363636365,34.77777777777778,33.77777777777778,1.0,36.2962962962963,45.45454545454545,3.214643027012842,2.595380223202699,1.6846585410519022,1.3759459088898993
404,404994,813,753,60.0,314,26.0,13.484409030544464,17.883500000000005,174.2,166.5,7.7,41.699867197875164,43.333333333333336,3.0924504813980294,2.42309018555279,1.6287504938876696,1.2768481017882023
405,405148,884,834,50.0,117,12.0,13.986007194244616,20.126,147.2,141.3,5.9,14.028776978417264,24.0,1.0030580410533643,1.1924873298221206,0.004405088619255078,0.25397393767741017
406,405150,454,436,18.0,183,9.0,12.196215596330271,16.696666666666665,231.6,219.3,12.3,41.97247706422018,50.0,3.441434495209261,2.9946097025354366,1.783010049735809,1.582367984012704
407,405819,941,889,52.0,374,22.0,11.531271091113602,17.308846153846154,42.5,40.1,2.4,42.069741282339706,42.30769230769231,3.648317774331063,2.4442814923449547,1.8672313960281586,1.2894104407314388
408,407685,505,474,31.0,153,9.0,15.951244725738388,17.393225806451607,41.8,39.7,2.1,32.278481012658226,29.03225806451613,2.023571299146001,1.6691704223001176,1.016903682272561,0.7391312613843213
409,409339,982,908,74.0,361,33.0,12.886343612334812,19.6358108108108,90.2,84.8,5.4,39.75770925110132,44.5945945945946,3.085259127581017,2.2710849592237032,1.6253916648613562,1.1833816769642482
410,409482,813,766,47.0,212,11.0,11.826932114882492,16.912340425531916,277.6,264.8,12.8,27.676240208877285,23.404255319148938,2.34010307491752,1.3838566827697263,1.2265720778416993,0.46869453996626526
411,409909,1139,1080,59.0,493,39.0,14.128768518518536,20.535084745762717,91.4,87.8,3.6,45.64814814814815,66.10169491525424,3.2308653148586344,3.218963823798872,1.6919206102022966,1.6865963632339696
412,410167,41,35,6.0,6,1.0,15.192857142857143,17.491666666666664,175.1,163.7,11.4,17.142857142857142,16.666666666666664,1.1283497884344147,0.9528346831824679,0.17421437253520863,-0.06970216663006719
413,410570,954,900,54.0,359,26.0,13.417255555555545,16.823333333333334,33.375,31.375,2.0,39.88888888888889,48.148148148148145,2.972954396204558,2.861986218435594,1.5718973331163477,1.5170167249498023
414,411337,3089,2950,139.0,960,51.0,12.712349152542375,19.807697841726622,230.9,211.0,19.9,32.54237288135593,36.69064748201439,2.559902382389151,1.8523428505014037,1.3560887965033042,0.8893511520213965
415,412038,282,269,13.0,108,9.0,14.40539033457249,17.330000000000002,393.2,371.0,22.2,40.14869888475837,69.23076923076923,2.7870608121185536,3.994851080829153,1.478744481589447,1.9981417236904997
416,413747,1506,1410,96.0,474,36.0,11.95436170212767,16.588229166666668,181.8,169.4,12.4,33.61702127659574,37.5,2.812113445639887,2.260639132919301,1.491654796459066,1.1767307122579271
417,413823,333,320,13.0,106,6.0,13.394062499999986,22.47384615384615,226.3,212.2,14.1,33.125,46.15384615384615,2.4731107533655328,2.0536692223439217,1.306326849413808,1.0382038302863839
418,414405,826,775,51.0,356,25.0,12.564374193548383,17.169607843137257,253.4,234.2,19.2,45.935483870967744,49.01960784313725,3.656010491517749,2.855021983669274,1.8702702104503892,1.5135018543827017
419,414852,274,259,15.0,88,4.0,11.625096525096534,12.780000000000001,89.66666666666669,83.66666666666667,6.0,33.97683397683397,26.666666666666668,2.922714138629643,2.0865936358894106,1.547308730632494,1.0611496629939365
420,415280,1193,1093,100.0,424,52.0,17.54903934126259,27.7092,123.9,119.0,4.9,38.79231473010064,52.0,2.2105093034288954,1.8766330316284845,1.1443788062134839,0.9081465642818749
421,417036,282,274,8.0,122,4.0,13.982737226277369,19.98375,924.5,861.8,62.7,44.52554744525548,50.0,3.184322691953322,2.5020329017326577,1.670986542694159,1.3231007610682588
422,417920,41,38,3.0,21,2.0,14.401578947368424,27.623333333333335,487.6,452.1,35.5,55.26315789473685,66.66666666666666,3.837298541826554,2.413418607457463,1.9400910109813148,1.2710781727126859
423,418021,272,234,38.0,52,12.0,10.125897435897432,13.402105263157898,53.33333333333334,51.66666666666666,1.6666666666666667,22.22222222222222,31.57894736842105,2.1945928608206096,2.3562676720075393,1.1339533169102387,1.236503438634684
424,418127,397,370,27.0,105,9.0,10.978567567567566,13.131111111111114,117.6,109.8,7.8,28.37837837837838,33.33333333333333,2.5848889851725847,2.538500592316804,1.370102321553678,1.343976596696417
425,418983,1059,1008,51.0,317,21.0,12.075436507936502,15.900784313725492,263.0,241.9,21.1,31.448412698412696,41.17647058823529,2.604329266088512,2.589587392408809,1.3809118603786021,1.3727222468129652
426,419047,150,130,20.0,39,5.0,11.461,14.1905,72.3,64.2,8.1,30.0,25.0,2.6175726376406945,1.7617420104999824,1.3882295724989613,0.8170026714640909
427,420492,1158,1029,129.0,381,46.0,12.698377065111758,14.108449612403101,81.7,77.5,4.2,37.02623906705539,35.65891472868217,2.9158245086912236,2.5274864147605207,1.5439038924838915,1.3377033376632854
428,421534,981,938,43.0,188,16.0,11.017164179104457,13.799302325581392,88.6,82.3,6.3,20.042643923240938,37.2093023255814,1.8192198643326496,2.6964625781552836,0.8633199124308274,1.4310680120852912
429,422479,563,515,48.0,187,20.0,10.980601941747585,15.85270833333333,54.4,51.7,2.7,36.310679611650485,41.66666666666667,3.30680228682177,2.6283626614800317,1.725436789602568,1.394164352456609
430,423581,91,81,10.0,37,6.0,12.788395061728396,18.737000000000002,51.6,47.6,4.0,45.67901234567901,60.0,3.571911262139671,3.2022202060094997,1.8366962396805078,1.6790725205944521
431,424899,382,371,11.0,255,6.0,17.47649595687332,20.870909090909095,57.1,52.9,4.2,68.73315363881402,54.54545454545454,3.9328909987692358,2.613468072131718,1.975590202117527,1.385965534481047
432,425908,1149,1050,99.0,388,41.0,12.467685714285714,19.654949494949488,61.85714285714285,59.0,2.8571428571428568,36.952380952380956,41.41414141414141,2.9638524582024237,2.107059162109938,1.56747363147719,1.0752308227856575
433,427926,252,238,14.0,94,10.0,13.668655462184867,11.670714285714284,73.3,72.2,1.1,39.49579831932773,71.42857142857143,2.8895159753346014,6.1203256013219915,1.5308278461974034,2.6136084063357616
434,428821,622,591,31.0,229,13.0,21.399746192893392,25.750645161290326,211.11111111111111,197.77777777777774,13.333333333333336,38.74788494077834,41.935483870967744,1.8106703038209895,1.6285216781289538,0.8565238768544383,0.703562924352163
435,429496,649,611,38.0,245,16.0,14.480147299508998,20.43868421052632,191.1,184.7,6.4,40.098199672667754,42.10526315789473,2.769184514720194,2.0600769953777016,1.4694611857391537,1.0426982591433152
436,429628,1525,1419,106.0,612,59.0,14.665722339675831,21.58783018867925,182.6,171.6,11.0,43.12896405919662,55.660377358490564,2.940800532035024,2.5783219930866004,1.556208932744829,1.366432445554175
437,429793,1690,1566,124.0,445,35.0,13.473563218390801,18.8025,30.222222222222218,29.0,1.2222222222222223,28.41634738186462,28.225806451612907,2.109044721226943,1.5011730595193675,1.0765896870748386,0.5860903045524455
438,429842,1496,1411,85.0,660,44.0,12.640517363571957,20.258588235294116,228.2,193.6,34.6,46.77533664068037,51.76470588235295,3.700428969424919,2.5551980859243435,1.8876925237657767,1.3534351371524487
439,431466,1529,1436,93.0,450,41.0,17.702660167130922,27.35741935483871,105.7,98.0,7.7,31.337047353760443,44.086021505376344,1.7701886076955209,1.6114831934094267,0.8239030828453531,0.6883891422222722
440,431961,724,686,38.0,273,18.0,12.369008746355679,21.600526315789477,82.9,78.0,4.9,39.795918367346935,47.368421052631575,3.2173894596907076,2.1929290221973146,1.6858905824178272,1.1328591175376843
441,434928,298,288,10.0,70,2.0,16.453541666666663,15.981,264.0,251.3,12.7,24.305555555555554,20.0,1.477223326622519,1.2514861397910018,0.5628879492273264,0.3236423132671436
442,438016,1195,1116,79.0,337,25.0,11.820519713261659,17.858734177215194,80.0,73.4,6.6,30.197132616487455,31.645569620253166,2.5546366275764285,1.7719939893963876,1.3531180962997094,0.8253737102796519
443,438537,352,335,17.0,170,11.0,14.266776119402996,18.621764705882352,212.1,199.8,12.3,50.74626865671642,64.70588235294117,3.5569541592301888,3.4747449221341253,1.8306423815750703,1.7969070747918099
444,439491,685,615,70.0,273,25.0,13.63060162601625,15.312714285714291,318.7,298.6,20.1,44.390243902439025,35.714285714285715,3.2566606464173176,2.3323288770302915,1.7033933945149071,1.2217712344248204
445,440794,538,499,39.0,236,19.0,14.184769539078161,19.39692307692307,190.0,177.0,13.0,47.29458917835671,48.717948717948715,3.3341810064705704,2.5116328257191207,1.7373324276743622,1.3286255728155028
446,441607,1041,966,75.0,335,36.0,12.294399585921335,16.166,69.8,62.1,7.7,34.679089026915115,48.0,2.820722458592213,2.9691946059631324,1.4960647207583624,1.5700716530608751
447,441611,559,508,51.0,191,19.0,12.551811023622058,18.8935294117647,201.0,189.3,11.7,37.59842519685039,37.254901960784316,2.9954581953226915,1.971833909316397,1.5827766993613324,0.979538036352235
448,442944,709,665,44.0,131,10.0,11.376045112781954,16.969545454545454,39.25,38.25,1.0,19.69924812030075,22.727272727272727,1.7316429325835716,1.3392976723006456,0.7921414748114285,0.4214766497015048
449,444059,48,45,3.0,11,2.0,9.482666666666667,31.013333333333335,252.0,233.8,18.2,24.444444444444443,66.66666666666666,2.577802774653168,2.149613069647463,1.3661418886358203,1.1040769980762306
450,444330,808,758,50.0,363,24.0,16.731820580474935,23.907999999999998,52.7,47.6,5.1,47.88918205804749,48.0,2.8621620598735915,2.0076961686464783,1.5171053619166759,1.005540957957638
451,446652,1905,1809,96.0,696,46.0,13.633830845771143,19.827083333333327,185.6,177.4,8.2,38.47429519071311,47.91666666666667,2.8219724614411525,2.4167279604917526,1.4967039092901964,1.273055084962046
452,446680,1049,946,103.0,319,34.0,10.972536997885836,14.29747572815535,17.1,16.5,0.6,33.72093023255814,33.00970873786408,3.073211804986888,2.308778791829638,1.6197472005377977,1.2071299525756984
