,SiteID,total,count_First,count_Reop,Complics_First,Complics_Reop,PredMM_First_avg,PredMM_Reoperation_avg,total_year_avg,Year_avg_Firstop,Year_avg_reop,Complics_First_rate,Complics_Reop_rate,observe/expected_First,observe/expected_Reop,log_First,log_Reoperation
125,196921,686,662,24.0,238,9.0,12.27243202416919,17.230833333333333,95.4,89.1,6.3,35.95166163141994,37.5,2.929465126440883,2.1763311892440877,1.5506372756122675,1.1218981194203017
126,197639,368,342,26.0,142,13.0,14.36339181286548,20.21884615384615,183.6,161.4,22.2,41.52046783625731,50.0,2.890714698673532,2.472940326047671,1.531426227936403,1.3062274268067786
127,197888,635,617,18.0,228,4.0,12.877471636953002,13.267777777777775,53.2,51.1,2.1,36.95299837925446,22.22222222222222,2.8695849170589267,1.674901599531028,1.520842067420385,0.7440763397264367
128,198001,858,824,34.0,312,17.0,11.718567961165046,16.370882352941173,43.0,42.0,1.0,37.86407766990291,50.0,3.231118153291702,3.0542031224735458,1.6920335070413295,1.6107960130321102
129,199627,1670,1573,97.0,692,48.0,12.56945327399871,16.65051546391753,555.0,521.4,33.6,43.99237126509854,49.48453608247423,3.499943100636014,2.9719522011020985,1.807331468029743,1.5714109127178595
130,200306,542,519,23.0,183,8.0,14.09899807321772,22.56130434782609,144.6,135.8,8.8,35.26011560693642,34.78260869565217,2.5008951291309196,1.5416931645179315,1.322444561775221,0.6245156614419043
131,202304,1097,1044,53.0,401,23.0,14.737241379310365,20.301698113207546,77.5,75.3,2.2,38.40996168582376,43.39622641509434,2.6063196426807234,2.137566334259612,1.3820140288912084,1.0959691912838951
132,204131,443,391,52.0,144,18.0,16.360843989769823,24.962115384615384,38.2,37.4,0.8,36.828644501278774,34.61538461538461,2.2510235122532274,1.3867167939107725,1.1705811260208452,0.4716731793418813
133,206286,2546,2418,128.0,1139,73.0,12.703928866832108,18.604218749999998,233.6,215.4,18.2,47.10504549214227,57.03125,3.7079116221380835,3.0655009364475467,1.8906068578192678,1.6161228453604384
134,209524,981,926,55.0,441,24.0,12.362375809935212,15.533090909090905,74.5,71.25,3.25,47.62419006479482,43.63636363636363,3.852349321602156,2.8092518026032405,1.9457385291661282,1.4901859438255594
