,surgid,total,count_First,count_Reop,Mortality_First,Mortality_Reop,PredMort_First_avg,PredMort_Reoperation_avg,total_year_avg,Year_avg_Firstop,Year_avg_reop,Mortality_First_rate,Mortality_Reop_rate,observe/expected_First,observe/expected_Reop,log_First,log_Reoperation
2965,924412.0,237,232.0,5.0,1.0,0.0,1.2985775862068976,4.262,15.0,14.5,0.5,0.43103448275862066,0.0,0.3319281707438507,0.0,-1.5910570187469304,0.0
2966,924539.0,175,163.0,12.0,1.0,0.0,1.2757668711656438,2.441666666666667,53.16666666666666,49.83333333333334,3.333333333333333,0.6134969325153374,0.0,0.4808848280836741,0.0,-1.0562366849842688,0.0
2967,924572.0,238,223.0,15.0,1.0,0.0,1.5532735426008968,1.7053333333333334,23.16666666666667,22.5,0.6666666666666666,0.4484304932735426,0.0,0.2887002713782551,0.0,-1.7923556311794915,0.0
2968,925207.0,615,580.0,35.0,9.0,1.0,2.2947241379310337,3.458285714285715,57.83333333333334,55.5,2.333333333333333,1.5517241379310345,2.857142857142857,0.6762138037777814,0.8261731658955715,-0.5644486281407108,-0.27548389266728807
2969,925261.0,1,1.0,0.0,0.0,0.0,2.75,0.0,22.66666666666667,20.33333333333333,2.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
2970,925408.0,650,596.0,54.0,7.0,2.0,1.5176845637583904,2.858518518518519,14.2,13.2,1.0,1.174496644295302,3.7037037037037033,0.7738740133106324,1.2956724540036275,-0.36982938015393,0.3737010510081946
2971,925455.0,599,494.0,105.0,11.0,4.0,2.17831983805668,4.664380952380952,46.8,43.4,3.4,2.2267206477732793,3.8095238095238098,1.0222193310968413,0.8167265599477296,0.031704779383497646,-0.292074949977542
2972,925958.0,1071,994.0,77.0,6.0,4.0,1.5900100603621736,3.538571428571429,43.0,41.6,1.4,0.6036217303822937,5.194805194805195,0.3796339063696241,1.468051528608654,-1.3973192448708163,0.5539026076657889
2973,926005.0,116,110.0,6.0,1.0,0.0,1.294181818181818,3.2133333333333334,82.8,79.8,3.0,0.9090909090909091,0.0,0.7024445068839562,0.0,-0.5095438379603359,0.0
2974,926388.0,43,40.0,3.0,2.0,0.0,1.8135000000000001,3.5333333333333337,58.2,55.6,2.6,5.0,0.0,2.7570995312930795,0.0,1.4631513495791695,0.0
2975,926570.0,481,448.0,33.0,9.0,0.0,1.8989285714285706,2.827575757575758,23.2,21.8,1.4,2.0089285714285716,0.0,1.0579274026706795,0.0,0.08124062990892156,0.0
2976,927136.0,390,350.0,40.0,5.0,0.0,2.3256000000000006,3.258249999999999,42.0,39.6,2.4,1.4285714285714286,0.0,0.6142808000393138,0.0,-0.70302980375703,0.0
2977,927154.0,943,907.0,36.0,15.0,2.0,1.440407938257991,3.1158333333333337,19.8,17.4,2.4,1.6538037486218304,5.555555555555555,1.1481495656167497,1.7830079343853078,0.19931058932949747,0.8343131229701242
2978,927724.0,462,448.0,14.0,5.0,0.0,1.5071428571428582,3.4271428571428575,32.6,30.2,2.4,1.1160714285714286,0.0,0.7405213270142175,0.0,-0.43338680915773686,0.0
2979,927916.0,247,239.0,8.0,2.0,0.0,1.2928870292887031,3.0875000000000004,9.6,8.2,1.4,0.8368200836820083,0.0,0.6472491909385112,0.0,-0.6276068381296502,0.0
2980,927997.0,18,17.0,1.0,1.0,0.0,1.3576470588235292,2.09,3.0,3.0,0.0,5.88235294117647,0.0,4.332755632582323,0.0,2.115284870903967,0.0
2981,928088.0,397,382.0,15.0,6.0,1.0,1.6215706806282717,3.0186666666666664,27.6,25.2,2.4,1.5706806282722512,6.666666666666667,0.9686168151879119,2.208480565371025,-0.04600204654452017,1.1430541367175673
2982,928216.0,697,628.0,69.0,15.0,5.0,1.8553821656050942,3.0321739130434793,13.6,13.0,0.6,2.388535031847134,7.246376811594203,1.2873547434731125,2.3898288882516003,0.36440965738845527,1.2569073249389504
2983,928479.0,495,464.0,31.0,1.0,0.0,1.6193318965517245,3.12258064516129,62.0,56.2,5.8,0.21551724137931033,0.0,0.1330902218613998,0.0,-2.9095235145486837,0.0
2984,928619.0,436,402.0,34.0,0.0,0.0,1.287288557213931,2.4811764705882347,9.0,8.333333333333334,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
2985,928636.0,645,609.0,36.0,8.0,0.0,1.6487520525451569,3.7441666666666666,60.2,56.6,3.6,1.3136288998357963,0.0,0.796741327968608,0.0,-0.32781668363261324,0.0
2986,929286.0,21,18.0,3.0,0.0,0.0,2.691111111111111,2.3533333333333335,15.8,13.2,2.6,0.0,0.0,0.0,0.0,0.0,0.0
2987,930104.0,1603,1412.0,191.0,6.0,7.0,2.0793201133144477,5.086963350785339,10.5,10.5,0.0,0.424929178470255,3.664921465968586,0.20435967302452318,0.7204536799744754,-2.290817562347332,-0.4730224164918903
