,surgid,total_year_avg,total_year_count,num_of_years,Year_avg_Firstop,Year_sum_Firstop,Year_avg_reop,Year_sum_reop,Mortality,Mortality_reop,Complics,Complics_reop,firstop/total,reop/total,mortalty_rate,mortalty_reop_rate,Complics_reop_rate
545,290147.0,24.25,97.0,4,24.0,96.0,0.25,1.0,7,0.0,45,1.0,98.96907216494846,1.0309278350515463,7.216494845360824,0.0,100.0
546,290173.0,54.9,549.0,10,53.3,533.0,1.6,16.0,7,0.0,172,7.0,97.0856102003643,2.914389799635701,1.2750455373406193,0.0,43.75
547,290756.0,60.5,605.0,10,52.3,523.0,8.2,82.0,18,4.0,236,38.0,86.44628099173553,13.553719008264462,2.975206611570248,4.878048780487805,46.34146341463415
548,291054.0,104.2,1042.0,10,100.2,1002.0,4.0,40.0,12,2.0,410,19.0,96.1612284069098,3.8387715930902107,1.1516314779270633,5.0,47.5
549,291148.0,51.9,519.0,10,49.0,490.0,2.9,29.0,9,1.0,218,10.0,94.41233140655106,5.5876685934489405,1.7341040462427744,3.4482758620689653,34.48275862068966
550,291608.0,29.166666666666668,175.0,6,28.0,168.0,1.1666666666666667,7.0,3,0.0,94,3.0,96.0,4.0,1.7142857142857144,0.0,42.857142857142854
551,291837.0,70.0,700.0,10,63.2,632.0,6.8,68.0,9,2.0,213,19.0,90.28571428571428,9.714285714285714,1.2857142857142856,2.941176470588235,27.941176470588236
552,291866.0,86.2,862.0,10,83.0,830.0,3.2,32.0,6,0.0,350,17.0,96.2877030162413,3.7122969837587005,0.6960556844547563,0.0,53.125
553,293361.0,34.0,68.0,2,32.0,64.0,2.0,4.0,0,0.0,21,2.0,94.11764705882352,5.88235294117647,0.0,0.0,50.0
554,293985.0,71.0,710.0,10,68.5,685.0,2.5,25.0,12,1.0,246,6.0,96.47887323943662,3.5211267605633805,1.6901408450704223,4.0,24.0
555,294247.0,97.6,976.0,10,95.2,952.0,2.4,24.0,11,0.0,357,9.0,97.54098360655738,2.459016393442623,1.1270491803278688,0.0,37.5
556,294672.0,9.666666666666666,87.0,9,9.333333333333334,84.0,0.3333333333333333,3.0,2,0.0,40,2.0,96.55172413793103,3.4482758620689653,2.2988505747126435,0.0,66.66666666666666
557,294864.0,74.4,744.0,10,67.4,674.0,7.0,70.0,9,1.0,246,27.0,90.59139784946237,9.408602150537634,1.2096774193548387,1.4285714285714286,38.57142857142858
558,294946.0,133.8,1338.0,10,127.2,1272.0,6.6,66.0,6,1.0,486,28.0,95.06726457399103,4.932735426008969,0.4484304932735426,1.5151515151515151,42.42424242424242
559,295121.0,168.55555555555554,1517.0,9,152.33333333333334,1371.0,16.22222222222222,146.0,19,5.0,879,95.0,90.37574159525379,9.62425840474621,1.2524719841793013,3.4246575342465753,65.06849315068493
560,295127.0,50.6,506.0,10,47.6,476.0,3.0,30.0,7,0.0,187,8.0,94.0711462450593,5.928853754940711,1.383399209486166,0.0,26.666666666666668
561,295239.0,57.0,570.0,10,52.9,529.0,4.1,41.0,11,2.0,194,16.0,92.80701754385964,7.192982456140351,1.9298245614035088,4.878048780487805,39.02439024390244
562,295404.0,116.4,1164.0,10,106.5,1065.0,9.9,99.0,11,1.0,392,37.0,91.49484536082474,8.505154639175258,0.9450171821305842,1.0101010101010102,37.37373737373738
563,295465.0,63.3,633.0,10,58.7,587.0,4.6,46.0,7,3.0,252,25.0,92.73301737756714,7.266982622432859,1.1058451816745656,6.521739130434782,54.347826086956516
564,295736.0,62.1,621.0,10,53.8,538.0,8.3,83.0,14,2.0,277,48.0,86.63446054750402,13.365539452495975,2.254428341384863,2.4096385542168677,57.831325301204814
565,296119.0,32.3,323.0,10,29.1,291.0,3.2,32.0,3,0.0,83,9.0,90.09287925696594,9.907120743034056,0.9287925696594427,0.0,28.125
566,296499.0,44.5,445.0,10,41.9,419.0,2.6,26.0,12,1.0,174,16.0,94.15730337078652,5.842696629213483,2.696629213483146,3.8461538461538463,61.53846153846154
567,296814.0,22.11111111111111,199.0,9,21.333333333333332,192.0,0.7777777777777778,7.0,1,0.0,77,3.0,96.4824120603015,3.5175879396984926,0.5025125628140703,0.0,42.857142857142854
568,296918.0,93.3,933.0,10,88.0,880.0,5.3,53.0,19,0.0,353,16.0,94.31939978563773,5.680600214362272,2.0364415862808145,0.0,30.18867924528302
569,297583.0,33.5,134.0,4,31.5,126.0,2.0,8.0,1,0.0,54,3.0,94.02985074626866,5.970149253731343,0.7462686567164178,0.0,37.5
570,297770.0,64.7,647.0,10,60.8,608.0,3.9,39.0,7,0.0,291,14.0,93.97217928902627,6.0278207109737245,1.0819165378670788,0.0,35.8974358974359
571,297987.0,157.0,314.0,2,149.0,298.0,8.0,16.0,2,0.0,99,2.0,94.90445859872611,5.095541401273886,0.6369426751592357,0.0,12.5
572,298539.0,37.2,372.0,10,32.2,322.0,5.0,50.0,6,1.0,140,17.0,86.55913978494624,13.440860215053762,1.6129032258064515,2.0,34.0
573,298850.0,73.8,738.0,10,67.2,672.0,6.6,66.0,9,1.0,341,33.0,91.05691056910568,8.94308943089431,1.2195121951219512,1.5151515151515151,50.0
574,299066.0,22.3,223.0,10,20.6,206.0,1.7,17.0,3,1.0,78,9.0,92.37668161434978,7.623318385650224,1.345291479820628,5.88235294117647,52.94117647058824
575,299201.0,61.2,612.0,10,56.4,564.0,4.8,48.0,15,3.0,252,19.0,92.15686274509804,7.8431372549019605,2.450980392156863,6.25,39.58333333333333
576,299238.0,35.833333333333336,215.0,6,35.166666666666664,211.0,0.6666666666666666,4.0,7,0.0,102,2.0,98.13953488372093,1.8604651162790697,3.255813953488372,0.0,50.0
577,299273.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0
578,299340.0,3.5,14.0,4,3.0,12.0,0.5,2.0,2,1.0,6,1.0,85.71428571428571,14.285714285714285,14.285714285714285,50.0,50.0
579,299476.0,22.22222222222222,200.0,9,21.22222222222222,191.0,1.0,9.0,2,0.0,71,5.0,95.5,4.5,1.0,0.0,55.55555555555556
580,300212.0,68.3,683.0,10,62.3,623.0,6.0,60.0,3,2.0,255,28.0,91.21522693997072,8.784773060029282,0.43923865300146414,3.3333333333333335,46.666666666666664
581,300690.0,60.5,242.0,4,58.0,232.0,2.5,10.0,5,1.0,104,3.0,95.86776859504133,4.132231404958678,2.066115702479339,10.0,30.0
582,301360.0,59.6,596.0,10,57.1,571.0,2.5,25.0,4,1.0,240,15.0,95.80536912751678,4.194630872483222,0.6711409395973155,4.0,60.0
583,301488.0,57.5,575.0,10,55.1,551.0,2.4,24.0,5,1.0,149,8.0,95.82608695652173,4.173913043478262,0.8695652173913043,4.166666666666666,33.33333333333333
584,302180.0,83.8,838.0,10,77.3,773.0,6.5,65.0,18,2.0,355,29.0,92.24343675417661,7.756563245823389,2.1479713603818613,3.076923076923077,44.61538461538462
585,302232.0,55.2,552.0,10,52.7,527.0,2.5,25.0,4,2.0,152,9.0,95.47101449275362,4.528985507246377,0.7246376811594203,8.0,36.0
586,302318.0,67.8,678.0,10,63.3,633.0,4.5,45.0,8,2.0,252,21.0,93.36283185840708,6.637168141592921,1.1799410029498525,4.444444444444445,46.666666666666664
587,303051.0,24.9,249.0,10,24.6,246.0,0.3,3.0,14,0.0,183,1.0,98.79518072289156,1.2048192771084338,5.622489959839357,0.0,33.33333333333333
588,303063.0,25.4,127.0,5,23.0,115.0,2.4,12.0,3,0.0,55,7.0,90.5511811023622,9.448818897637794,2.3622047244094486,0.0,58.333333333333336
589,303536.0,43.4,434.0,10,41.6,416.0,1.8,18.0,11,3.0,178,8.0,95.85253456221197,4.147465437788019,2.5345622119815667,16.666666666666664,44.44444444444444
590,303901.0,9.0,72.0,8,8.75,70.0,0.25,2.0,2,0.0,26,0.0,97.22222222222221,2.7777777777777777,2.7777777777777777,0.0,0.0
591,304683.0,34.5,207.0,6,32.333333333333336,194.0,2.1666666666666665,13.0,3,0.0,73,5.0,93.71980676328504,6.280193236714976,1.4492753623188406,0.0,38.46153846153847
592,304843.0,33.75,135.0,4,31.75,127.0,2.0,8.0,0,0.0,53,3.0,94.07407407407408,5.9259259259259265,0.0,0.0,37.5
593,305138.0,12.2,122.0,10,10.9,109.0,1.3,13.0,3,0.0,62,6.0,89.34426229508196,10.655737704918032,2.459016393442623,0.0,46.15384615384615
594,305424.0,48.9,489.0,10,46.5,465.0,2.4,24.0,4,0.0,144,10.0,95.0920245398773,4.9079754601226995,0.81799591002045,0.0,41.66666666666667
595,305431.0,90.6,906.0,10,85.5,855.0,5.1,51.0,4,1.0,298,20.0,94.37086092715232,5.629139072847682,0.44150110375275936,1.9607843137254901,39.21568627450981
596,305451.0,108.5,1085.0,10,101.4,1014.0,7.1,71.0,28,1.0,431,26.0,93.45622119815668,6.5437788018433185,2.5806451612903225,1.4084507042253522,36.61971830985916
597,305588.0,60.3,603.0,10,53.5,535.0,6.8,68.0,6,2.0,209,32.0,88.72305140961856,11.276948590381426,0.9950248756218906,2.941176470588235,47.05882352941176
598,306287.0,67.1,671.0,10,62.1,621.0,5.0,50.0,6,0.0,202,18.0,92.54843517138599,7.451564828614009,0.8941877794336811,0.0,36.0
599,306674.0,8.666666666666666,26.0,3,8.333333333333334,25.0,0.3333333333333333,1.0,0,0.0,9,0.0,96.15384615384616,3.8461538461538463,0.0,0.0,0.0
600,306931.0,105.9,1059.0,10,99.1,991.0,6.8,68.0,24,5.0,457,36.0,93.57884796978281,6.421152030217186,2.26628895184136,7.352941176470589,52.94117647058824
601,307159.0,67.7,677.0,10,62.9,629.0,4.8,48.0,5,0.0,229,16.0,92.90989660265879,7.0901033973412115,0.7385524372230428,0.0,33.33333333333333
602,307176.0,95.83333333333333,575.0,6,86.5,519.0,9.333333333333334,56.0,10,2.0,224,27.0,90.26086956521739,9.73913043478261,1.7391304347826086,3.571428571428571,48.214285714285715
603,307189.0,5.6,28.0,5,4.4,22.0,1.2,6.0,1,1.0,10,2.0,78.57142857142857,21.428571428571427,3.571428571428571,16.666666666666664,33.33333333333333
604,307511.0,27.0,135.0,5,25.4,127.0,1.6,8.0,3,1.0,50,5.0,94.07407407407408,5.9259259259259265,2.2222222222222223,12.5,62.5
605,307873.0,79.6,796.0,10,75.4,754.0,4.2,42.0,6,0.0,324,15.0,94.72361809045226,5.276381909547738,0.7537688442211055,0.0,35.714285714285715
606,307880.0,53.8,538.0,10,51.4,514.0,2.4,24.0,14,2.0,188,6.0,95.53903345724906,4.4609665427509295,2.6022304832713754,8.333333333333332,25.0
607,308966.0,39.1,391.0,10,37.1,371.0,2.0,20.0,2,1.0,131,7.0,94.8849104859335,5.115089514066496,0.5115089514066496,5.0,35.0
608,309088.0,9.4,94.0,10,8.5,85.0,0.9,9.0,2,1.0,38,3.0,90.42553191489363,9.574468085106384,2.127659574468085,11.11111111111111,33.33333333333333
609,310027.0,12.0,84.0,7,11.285714285714286,79.0,0.7142857142857143,5.0,0,0.0,26,1.0,94.04761904761905,5.952380952380952,0.0,0.0,20.0
610,310400.0,18.3,183.0,10,17.5,175.0,0.8,8.0,0,0.0,73,3.0,95.62841530054644,4.371584699453552,0.0,0.0,37.5
611,310700.0,19.4,194.0,10,17.7,177.0,1.7,17.0,1,0.0,44,5.0,91.23711340206185,8.762886597938143,0.5154639175257731,0.0,29.411764705882355
612,310754.0,64.4,644.0,10,62.3,623.0,2.1,21.0,7,0.0,231,10.0,96.73913043478261,3.260869565217391,1.0869565217391304,0.0,47.61904761904761
613,310781.0,94.3,943.0,10,86.8,868.0,7.5,75.0,4,0.0,391,35.0,92.04665959703075,7.953340402969247,0.4241781548250266,0.0,46.666666666666664
614,311000.0,61.7,617.0,10,58.5,585.0,3.2,32.0,6,0.0,211,9.0,94.81361426256078,5.186385737439222,0.9724473257698543,0.0,28.125
615,311256.0,91.3,913.0,10,85.2,852.0,6.1,61.0,6,2.0,376,30.0,93.31872946330778,6.681270536692223,0.6571741511500547,3.278688524590164,49.18032786885246
616,311350.0,85.8,858.0,10,79.4,794.0,6.4,64.0,11,1.0,270,27.0,92.54079254079254,7.459207459207459,1.282051282051282,1.5625,42.1875
617,312930.0,68.1,681.0,10,65.1,651.0,3.0,30.0,5,0.0,234,8.0,95.59471365638767,4.405286343612335,0.7342143906020557,0.0,26.666666666666668
618,313521.0,13.9,139.0,10,12.7,127.0,1.2,12.0,1,0.0,60,6.0,91.36690647482014,8.633093525179856,0.7194244604316548,0.0,50.0
619,314064.0,48.0,480.0,10,46.0,460.0,2.0,20.0,1,0.0,157,6.0,95.83333333333334,4.166666666666666,0.20833333333333334,0.0,30.0
620,314330.0,22.3,223.0,10,21.4,214.0,0.9,9.0,0,0.0,91,2.0,95.96412556053812,4.0358744394618835,0.0,0.0,22.22222222222222
621,314417.0,136.0,1360.0,10,128.1,1281.0,7.9,79.0,24,0.0,655,37.0,94.19117647058823,5.8088235294117645,1.7647058823529411,0.0,46.835443037974684
622,314706.0,1.5,3.0,2,1.5,3.0,0.0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0
623,314991.0,68.3,683.0,10,63.9,639.0,4.4,44.0,7,2.0,183,9.0,93.55783308931186,6.44216691068814,1.0248901903367496,4.545454545454546,20.454545454545457
624,316158.0,15.7,157.0,10,14.5,145.0,1.2,12.0,1,0.0,65,8.0,92.35668789808918,7.643312101910828,0.6369426751592357,0.0,66.66666666666666
625,316418.0,55.5,555.0,10,52.6,526.0,2.9,29.0,4,1.0,194,18.0,94.77477477477477,5.225225225225225,0.7207207207207207,3.4482758620689653,62.06896551724138
626,316981.0,42.7,427.0,10,40.5,405.0,2.2,22.0,3,0.0,196,9.0,94.84777517564403,5.152224824355972,0.702576112412178,0.0,40.909090909090914
627,317584.0,78.5,785.0,10,73.2,732.0,5.3,53.0,8,1.0,286,22.0,93.2484076433121,6.751592356687898,1.019108280254777,1.8867924528301887,41.509433962264154
628,317737.0,118.5,1185.0,10,104.7,1047.0,13.8,138.0,20,3.0,399,41.0,88.35443037974684,11.645569620253164,1.6877637130801686,2.1739130434782608,29.71014492753623
629,318062.0,47.111111111111114,424.0,9,39.666666666666664,357.0,7.444444444444445,67.0,11,4.0,172,35.0,84.19811320754717,15.80188679245283,2.5943396226415096,5.970149253731343,52.23880597014925
630,318964.0,55.2,552.0,10,50.2,502.0,5.0,50.0,9,1.0,224,16.0,90.94202898550725,9.057971014492754,1.6304347826086956,2.0,32.0
631,319275.0,17.0,153.0,9,16.0,144.0,1.0,9.0,1,0.0,51,3.0,94.11764705882352,5.88235294117647,0.6535947712418301,0.0,33.33333333333333
632,319355.0,96.16666666666667,577.0,6,86.0,516.0,10.166666666666666,61.0,10,1.0,287,30.0,89.42807625649914,10.571923743500866,1.733102253032929,1.639344262295082,49.18032786885246
633,319472.0,45.0,225.0,5,40.4,202.0,4.6,23.0,6,0.0,78,10.0,89.77777777777777,10.222222222222223,2.666666666666667,0.0,43.47826086956522
634,319891.0,59.0,531.0,9,58.22222222222222,524.0,0.7777777777777778,7.0,1,0.0,149,1.0,98.68173258003766,1.3182674199623352,0.18832391713747645,0.0,14.285714285714285
635,320481.0,43.2,432.0,10,41.6,416.0,1.6,16.0,15,2.0,168,8.0,96.29629629629629,3.7037037037037033,3.4722222222222223,12.5,50.0
636,320589.0,47.3,473.0,10,45.4,454.0,1.9,19.0,3,1.0,185,7.0,95.9830866807611,4.0169133192389,0.6342494714587738,5.263157894736842,36.84210526315789
637,320796.0,23.2,116.0,5,22.2,111.0,1.0,5.0,0,0.0,56,3.0,95.6896551724138,4.310344827586207,0.0,0.0,60.0
638,322483.0,54.1,541.0,10,51.4,514.0,2.7,27.0,7,1.0,212,20.0,95.00924214417745,4.990757855822551,1.2939001848428837,3.7037037037037033,74.07407407407408
639,322523.0,66.0,660.0,10,62.3,623.0,3.7,37.0,9,0.0,236,14.0,94.39393939393939,5.606060606060606,1.3636363636363635,0.0,37.83783783783784
640,322772.0,45.0,450.0,10,40.3,403.0,4.7,47.0,5,0.0,186,14.0,89.55555555555556,10.444444444444445,1.1111111111111112,0.0,29.78723404255319
641,323257.0,31.0,93.0,3,29.0,87.0,2.0,6.0,1,0.0,29,3.0,93.54838709677419,6.451612903225806,1.0752688172043012,0.0,50.0
642,324088.0,47.9,479.0,10,46.2,462.0,1.7,17.0,4,0.0,148,5.0,96.4509394572025,3.549060542797495,0.8350730688935281,0.0,29.411764705882355
643,324240.0,117.7,1177.0,10,110.9,1109.0,6.8,68.0,12,0.0,457,26.0,94.22259983007648,5.777400169923534,1.0195412064570943,0.0,38.23529411764706
644,324249.0,182.9,1829.0,10,172.0,1720.0,10.9,109.0,9,0.0,529,22.0,94.04045926735921,5.959540732640788,0.4920721705850191,0.0,20.18348623853211
645,324905.0,29.4,294.0,10,28.6,286.0,0.8,8.0,1,0.0,89,1.0,97.27891156462584,2.7210884353741496,0.3401360544217687,0.0,12.5
646,324919.0,56.0,560.0,10,50.1,501.0,5.9,59.0,14,2.0,287,36.0,89.46428571428572,10.535714285714286,2.5,3.389830508474576,61.016949152542374
647,325302.0,19.5,195.0,10,17.7,177.0,1.8,18.0,3,1.0,74,8.0,90.76923076923077,9.230769230769232,1.5384615384615385,5.555555555555555,44.44444444444444
648,325706.0,16.444444444444443,148.0,9,15.333333333333334,138.0,1.1111111111111112,10.0,0,0.0,38,1.0,93.24324324324324,6.756756756756757,0.0,0.0,10.0
649,326131.0,56.3,563.0,10,53.4,534.0,2.9,29.0,15,0.0,299,18.0,94.84902309058614,5.150976909413854,2.664298401420959,0.0,62.06896551724138
650,326487.0,55.0,550.0,10,52.6,526.0,2.4,24.0,7,1.0,196,5.0,95.63636363636364,4.363636363636364,1.2727272727272727,4.166666666666666,20.833333333333336
651,326922.0,94.0,940.0,10,90.4,904.0,3.6,36.0,13,2.0,352,23.0,96.17021276595744,3.829787234042553,1.3829787234042552,5.555555555555555,63.888888888888886
652,327320.0,64.6,646.0,10,60.2,602.0,4.4,44.0,5,1.0,213,18.0,93.18885448916409,6.811145510835913,0.7739938080495357,2.272727272727273,40.909090909090914
653,327637.0,58.5,234.0,4,57.0,228.0,1.5,6.0,4,0.0,106,6.0,97.43589743589743,2.564102564102564,1.7094017094017095,0.0,100.0
654,327999.0,46.1,461.0,10,42.9,429.0,3.2,32.0,15,3.0,162,15.0,93.058568329718,6.941431670281996,3.2537960954446854,9.375,46.875
655,328083.0,26.0,260.0,10,25.5,255.0,0.5,5.0,7,1.0,66,1.0,98.07692307692307,1.9230769230769231,2.6923076923076925,20.0,20.0
656,329035.0,87.3,873.0,10,80.3,803.0,7.0,70.0,16,0.0,261,21.0,91.98167239404353,8.018327605956472,1.8327605956471937,0.0,30.0
657,329217.0,23.75,190.0,8,23.5,188.0,0.25,2.0,0,0.0,55,1.0,98.94736842105263,1.0526315789473684,0.0,0.0,50.0
658,330832.0,16.8,84.0,5,15.6,78.0,1.2,6.0,2,0.0,36,2.0,92.85714285714286,7.142857142857142,2.380952380952381,0.0,33.33333333333333
659,331496.0,68.2,682.0,10,65.4,654.0,2.8,28.0,4,0.0,191,5.0,95.89442815249268,4.105571847507331,0.5865102639296188,0.0,17.857142857142858
660,331763.0,4.0,4.0,1,4.0,4.0,0.0,0.0,0,0.0,2,0.0,100.0,0.0,0.0,0.0,0.0
661,331769.0,52.6,526.0,10,49.7,497.0,2.9,29.0,1,0.0,200,11.0,94.48669201520913,5.513307984790875,0.19011406844106463,0.0,37.93103448275862
662,331873.0,82.2,822.0,10,75.8,758.0,6.4,64.0,4,0.0,359,34.0,92.21411192214111,7.785888077858881,0.48661800486618007,0.0,53.125
663,331975.0,130.0,1300.0,10,124.3,1243.0,5.7,57.0,14,1.0,476,17.0,95.61538461538461,4.384615384615385,1.0769230769230769,1.7543859649122806,29.82456140350877
664,332073.0,65.3,653.0,10,62.9,629.0,2.4,24.0,11,0.0,259,12.0,96.32465543644717,3.6753445635528332,1.6845329249617151,0.0,50.0
665,332233.0,44.0,396.0,9,43.111111111111114,388.0,0.8888888888888888,8.0,4,0.0,142,4.0,97.97979797979798,2.0202020202020203,1.0101010101010102,0.0,50.0
666,332425.0,113.9,1139.0,10,109.9,1099.0,4.0,40.0,8,1.0,460,20.0,96.48814749780509,3.511852502194908,0.7023705004389815,2.5,50.0
667,332439.0,81.7,817.0,10,74.5,745.0,7.2,72.0,9,1.0,348,32.0,91.18727050183598,8.812729498164016,1.101591187270502,1.3888888888888888,44.44444444444444
668,332715.0,97.14285714285714,680.0,7,92.85714285714286,650.0,4.285714285714286,30.0,9,0.0,249,11.0,95.58823529411765,4.411764705882353,1.3235294117647058,0.0,36.666666666666664
669,332830.0,66.0,660.0,10,63.6,636.0,2.4,24.0,10,2.0,291,16.0,96.36363636363636,3.6363636363636362,1.5151515151515151,8.333333333333332,66.66666666666666
670,333057.0,77.3,773.0,10,74.1,741.0,3.2,32.0,18,1.0,294,14.0,95.86028460543338,4.139715394566624,2.3285899094437257,3.125,43.75
671,333846.0,21.333333333333332,64.0,3,19.0,57.0,2.3333333333333335,7.0,1,0.0,23,4.0,89.0625,10.9375,1.5625,0.0,57.14285714285714
672,333926.0,147.5,1475.0,10,134.6,1346.0,12.9,129.0,19,2.0,347,38.0,91.2542372881356,8.745762711864407,1.2881355932203389,1.550387596899225,29.457364341085274
673,334182.0,33.1,331.0,10,29.6,296.0,3.5,35.0,5,1.0,142,18.0,89.42598187311178,10.574018126888216,1.5105740181268883,2.857142857142857,51.42857142857142
674,335575.0,88.0,440.0,5,85.0,425.0,3.0,15.0,3,0.0,103,7.0,96.5909090909091,3.4090909090909087,0.6818181818181818,0.0,46.666666666666664
675,335878.0,64.57142857142857,452.0,7,61.285714285714285,429.0,3.2857142857142856,23.0,8,1.0,195,10.0,94.91150442477876,5.0884955752212395,1.7699115044247788,4.3478260869565215,43.47826086956522
676,336409.0,2.0,2.0,1,2.0,2.0,0.0,0.0,0,0.0,1,0.0,100.0,0.0,0.0,0.0,0.0
677,336521.0,125.5,1255.0,10,115.1,1151.0,10.4,104.0,22,3.0,549,51.0,91.71314741035856,8.286852589641434,1.7529880478087652,2.8846153846153846,49.03846153846153
678,337266.0,71.6,716.0,10,63.9,639.0,7.7,77.0,16,3.0,288,31.0,89.24581005586593,10.754189944134078,2.2346368715083798,3.896103896103896,40.25974025974026
679,337677.0,1.6666666666666667,10.0,6,1.6666666666666667,10.0,0.0,0.0,1,0.0,9,0.0,100.0,0.0,10.0,0.0,0.0
680,337870.0,91.2,912.0,10,78.0,780.0,13.2,132.0,7,0.0,351,51.0,85.52631578947368,14.473684210526317,0.7675438596491228,0.0,38.63636363636363
681,338079.0,34.0,34.0,1,34.0,34.0,0.0,0.0,0,0.0,16,0.0,100.0,0.0,0.0,0.0,0.0
682,338571.0,45.0,450.0,10,42.0,420.0,3.0,30.0,15,1.0,212,17.0,93.33333333333333,6.666666666666667,3.3333333333333335,3.3333333333333335,56.666666666666664
683,339685.0,75.4,754.0,10,72.9,729.0,2.5,25.0,8,0.0,206,6.0,96.684350132626,3.3156498673740056,1.0610079575596816,0.0,24.0
684,340050.0,69.0,690.0,10,65.2,652.0,3.8,38.0,5,1.0,213,12.0,94.4927536231884,5.507246376811594,0.7246376811594203,2.631578947368421,31.57894736842105
685,340813.0,26.4,264.0,10,25.3,253.0,1.1,11.0,3,1.0,101,4.0,95.83333333333334,4.166666666666666,1.1363636363636365,9.090909090909092,36.36363636363637
686,341564.0,37.4,374.0,10,35.4,354.0,2.0,20.0,11,0.0,144,9.0,94.6524064171123,5.347593582887701,2.941176470588235,0.0,45.0
687,341578.0,6.833333333333333,41.0,6,6.666666666666667,40.0,0.16666666666666666,1.0,0,0.0,16,0.0,97.5609756097561,2.4390243902439024,0.0,0.0,0.0
688,341773.0,32.9,329.0,10,31.7,317.0,1.2,12.0,10,1.0,126,5.0,96.35258358662614,3.64741641337386,3.0395136778115504,8.333333333333332,41.66666666666667
689,342298.0,81.16666666666667,487.0,6,74.16666666666667,445.0,7.0,42.0,2,0.0,140,13.0,91.37577002053389,8.624229979466119,0.41067761806981523,0.0,30.952380952380953
690,342615.0,26.77777777777778,241.0,9,25.88888888888889,233.0,0.8888888888888888,8.0,1,0.0,28,0.0,96.6804979253112,3.319502074688797,0.4149377593360996,0.0,0.0
691,343395.0,42.1,421.0,10,40.3,403.0,1.8,18.0,5,1.0,155,9.0,95.72446555819477,4.275534441805226,1.187648456057007,5.555555555555555,50.0
692,343532.0,87.6,876.0,10,81.6,816.0,6.0,60.0,6,1.0,276,25.0,93.15068493150685,6.8493150684931505,0.684931506849315,1.6666666666666667,41.66666666666667
693,343644.0,69.0,690.0,10,65.0,650.0,4.0,40.0,13,1.0,261,11.0,94.20289855072464,5.797101449275362,1.884057971014493,2.5,27.500000000000004
694,343676.0,101.3,1013.0,10,85.0,850.0,16.3,163.0,17,6.0,541,89.0,83.90918065153011,16.090819348469893,1.678183613030602,3.6809815950920246,54.601226993865026
695,343824.0,22.666666666666668,68.0,3,20.666666666666668,62.0,2.0,6.0,0,0.0,19,2.0,91.17647058823529,8.823529411764707,0.0,0.0,33.33333333333333
696,345578.0,53.4,534.0,10,46.7,467.0,6.7,67.0,8,3.0,260,32.0,87.45318352059925,12.54681647940075,1.4981273408239701,4.477611940298507,47.76119402985074
697,346592.0,2.0,4.0,2,2.0,4.0,0.0,0.0,1,0.0,3,0.0,100.0,0.0,25.0,0.0,0.0
698,346658.0,27.625,221.0,8,26.125,209.0,1.5,12.0,5,2.0,85,6.0,94.57013574660633,5.429864253393665,2.262443438914027,16.666666666666664,50.0
699,347377.0,44.6,446.0,10,41.8,418.0,2.8,28.0,4,1.0,96,5.0,93.72197309417041,6.278026905829597,0.8968609865470852,3.571428571428571,17.857142857142858
700,347673.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0
701,348950.0,85.1,851.0,10,79.8,798.0,5.3,53.0,10,0.0,303,22.0,93.77203290246769,6.227967097532315,1.1750881316098707,0.0,41.509433962264154
702,349150.0,17.333333333333332,156.0,9,16.555555555555557,149.0,0.7777777777777778,7.0,4,1.0,68,4.0,95.51282051282051,4.487179487179487,2.564102564102564,14.285714285714285,57.14285714285714
703,349792.0,19.0,114.0,6,18.5,111.0,0.5,3.0,3,0.0,54,2.0,97.36842105263158,2.631578947368421,2.631578947368421,0.0,66.66666666666666
704,350095.0,25.2,252.0,10,23.9,239.0,1.3,13.0,7,0.0,80,4.0,94.84126984126983,5.158730158730158,2.7777777777777777,0.0,30.76923076923077
705,350442.0,3.5,14.0,4,3.25,13.0,0.25,1.0,0,0.0,8,0.0,92.85714285714286,7.142857142857142,0.0,0.0,0.0
706,350811.0,75.8,758.0,10,71.6,716.0,4.2,42.0,15,3.0,390,24.0,94.45910290237467,5.540897097625329,1.978891820580475,7.142857142857142,57.14285714285714
707,351012.0,93.4,934.0,10,89.9,899.0,3.5,35.0,7,0.0,319,8.0,96.25267665952892,3.747323340471092,0.7494646680942184,0.0,22.857142857142858
708,351181.0,29.4,147.0,5,27.8,139.0,1.6,8.0,1,0.0,69,4.0,94.5578231292517,5.442176870748299,0.6802721088435374,0.0,50.0
709,351541.0,46.6,466.0,10,44.5,445.0,2.1,21.0,11,1.0,198,7.0,95.49356223175965,4.506437768240343,2.3605150214592276,4.761904761904762,33.33333333333333
710,352776.0,38.9,389.0,10,34.8,348.0,4.1,41.0,4,1.0,172,19.0,89.46015424164524,10.539845758354756,1.0282776349614395,2.4390243902439024,46.34146341463415
711,352789.0,48.1,481.0,10,46.5,465.0,1.6,16.0,4,2.0,210,6.0,96.67359667359668,3.3264033264033266,0.8316008316008316,12.5,37.5
