,SiteID,total_year_sum,total_year_avg,num_of_years,Year_sum_Firstop,Year_avg_Firstop,Year_avg_reop,Year_sum_reop,Mortality,Mortality_reop,Complics,Complics_reop,firstop/total,reop/total,mortalty_rate,mortalty_reop_rate,Complics_reop_rate
71,166224,601.0,60.1,10,564.0,56.4,3.7,37.0,13,2.0,236,14.0,93.84359400998336,6.156405990016639,2.1630615640599005,5.405405405405405,37.83783783783784
72,168015,757.0,75.7,10,711.0,71.1,4.6,46.0,17,2.0,442,33.0,93.92338177014531,6.07661822985469,2.2457067371202113,4.3478260869565215,71.73913043478261
73,168529,1324.0,132.4,10,1253.0,125.3,7.1,71.0,21,0.0,564,31.0,94.63746223564955,5.362537764350453,1.5861027190332326,0.0,43.66197183098591
74,168683,1302.0,144.66666666666666,9,1192.0,132.44444444444446,12.222222222222221,110.0,15,0.0,410,43.0,91.55145929339477,8.448540706605224,1.1520737327188941,0.0,39.09090909090909
75,168913,1274.0,127.4,10,1204.0,120.4,7.0,70.0,15,1.0,417,28.0,94.5054945054945,5.4945054945054945,1.1773940345368918,1.4285714285714286,40.0
76,169961,580.0,58.0,10,563.0,56.3,1.7,17.0,26,0.0,332,12.0,97.06896551724138,2.9310344827586206,4.482758620689655,0.0,70.58823529411765
77,170460,2649.0,264.9,10,2481.0,248.1,16.8,168.0,17,6.0,875,53.0,93.65798414496037,6.342015855039637,0.6417516043790109,3.571428571428571,31.547619047619047
78,170503,942.0,94.2,10,867.0,86.7,7.5,75.0,20,2.0,234,17.0,92.03821656050955,7.961783439490445,2.1231422505307855,2.666666666666667,22.666666666666664
79,170611,1562.0,156.2,10,1464.0,146.4,9.8,98.0,47,2.0,559,36.0,93.72599231754162,6.274007682458387,3.0089628681177976,2.0408163265306123,36.734693877551024
80,171784,2044.0,204.4,10,1921.0,192.1,12.3,123.0,19,2.0,683,54.0,93.98238747553816,6.017612524461839,0.9295499021526419,1.6260162601626018,43.90243902439025
81,174116,1783.0,178.3,10,1649.0,164.9,13.4,134.0,23,4.0,630,49.0,92.48457655636567,7.515423443634324,1.2899607403252944,2.9850746268656714,36.56716417910448
82,174661,241.0,26.77777777777778,9,233.0,25.88888888888889,0.8888888888888888,8.0,1,0.0,28,0.0,96.6804979253112,3.319502074688797,0.4149377593360996,0.0,0.0
83,179150,1599.0,159.9,10,1467.0,146.7,13.2,132.0,24,5.0,622,49.0,91.74484052532833,8.25515947467167,1.5009380863039399,3.787878787878788,37.121212121212125
84,179190,3193.0,319.3,10,2872.0,287.2,32.1,321.0,53,16.0,1452,167.0,89.94675853429376,10.053241465706233,1.659880989664892,4.984423676012461,52.024922118380054
85,181622,1736.0,173.6,10,1619.0,161.9,11.7,117.0,7,0.0,679,60.0,93.26036866359448,6.73963133640553,0.4032258064516129,0.0,51.28205128205128
86,182736,891.0,89.1,10,859.0,85.9,3.2,32.0,10,0.0,337,8.0,96.40852974186308,3.5914702581369253,1.122334455667789,0.0,25.0
87,182740,285.0,28.5,10,275.0,27.5,1.0,10.0,6,0.0,89,3.0,96.49122807017544,3.508771929824561,2.1052631578947367,0.0,30.0
88,183955,1509.0,150.9,10,1284.0,128.4,22.5,225.0,11,0.0,723,112.0,85.08946322067594,14.910536779324055,0.7289595758780649,0.0,49.77777777777778
89,185248,1771.0,177.1,10,1678.0,167.8,9.3,93.0,37,3.0,555,35.0,94.74872953133823,5.251270468661772,2.0892151326933934,3.225806451612903,37.634408602150536
90,185486,2041.0,204.1,10,1894.0,189.4,14.7,147.0,22,4.0,731,56.0,92.79764821166096,7.202351788339049,1.0779029887310143,2.7210884353741496,38.095238095238095
91,186020,261.0,32.625,8,253.0,31.625,1.0,8.0,2,0.0,115,4.0,96.93486590038314,3.065134099616858,0.7662835249042145,0.0,50.0
92,186622,778.0,77.8,10,711.0,71.1,6.7,67.0,5,3.0,330,31.0,91.38817480719794,8.611825192802057,0.6426735218508998,4.477611940298507,46.26865671641791
93,186998,1653.0,165.3,10,1582.0,158.2,7.1,71.0,27,7.0,726,37.0,95.70477918935269,4.295220810647308,1.6333938294010888,9.859154929577464,52.112676056338024
94,188013,2037.0,203.7,10,1912.0,191.2,12.5,125.0,27,6.0,721,49.0,93.86352479135984,6.136475208640157,1.3254786450662739,4.8,39.2
95,188408,778.0,77.8,10,741.0,74.1,3.7,37.0,16,0.0,333,15.0,95.24421593830334,4.755784061696658,2.056555269922879,0.0,40.54054054054054
96,189535,1200.0,120.0,10,1115.0,111.5,8.5,85.0,14,2.0,772,61.0,92.91666666666667,7.083333333333333,1.1666666666666667,2.3529411764705883,71.76470588235294
97,191698,689.0,68.9,10,638.0,63.8,5.1,51.0,10,1.0,234,20.0,92.59796806966618,7.402031930333817,1.4513788098693758,1.9607843137254901,39.21568627450981
98,192709,2244.0,224.4,10,2062.0,206.2,18.2,182.0,28,4.0,846,69.0,91.88948306595366,8.110516934046345,1.2477718360071302,2.197802197802198,37.91208791208791
99,193100,1761.0,176.1,10,1675.0,167.5,8.6,86.0,29,0.0,595,39.0,95.11641113003975,4.88358886996025,1.6467915956842702,0.0,45.348837209302324
100,193460,5302.0,530.2,10,4864.0,486.4,43.8,438.0,33,7.0,1997,197.0,91.73896642776312,8.261033572236892,0.6224066390041494,1.5981735159817352,44.97716894977169
101,194592,443.0,44.3,10,422.0,42.2,2.1,21.0,4,0.0,188,8.0,95.25959367945825,4.740406320541761,0.9029345372460496,0.0,38.095238095238095
102,195532,469.0,46.9,10,445.0,44.5,2.4,24.0,10,0.0,208,15.0,94.88272921108742,5.11727078891258,2.1321961620469083,0.0,62.5
103,196554,431.0,43.1,10,401.0,40.1,3.0,30.0,5,0.0,210,14.0,93.03944315545245,6.960556844547564,1.160092807424594,0.0,46.666666666666664
104,196921,686.0,85.75,8,662.0,82.75,3.0,24.0,11,1.0,247,9.0,96.50145772594753,3.498542274052478,1.6034985422740524,4.166666666666666,37.5
105,197888,635.0,63.5,10,617.0,61.7,1.8,18.0,9,0.0,232,4.0,97.16535433070867,2.8346456692913384,1.4173228346456692,0.0,22.22222222222222
106,198001,858.0,85.8,10,824.0,82.4,3.4,34.0,9,2.0,329,17.0,96.03729603729604,3.9627039627039626,1.048951048951049,5.88235294117647,50.0
107,199627,1670.0,167.0,10,1573.0,157.3,9.7,97.0,18,2.0,740,48.0,94.19161676646706,5.808383233532934,1.0778443113772456,2.0618556701030926,49.48453608247423
108,200306,542.0,54.2,10,519.0,51.9,2.3,23.0,10,1.0,191,8.0,95.75645756457564,4.243542435424354,1.8450184501845017,4.3478260869565215,34.78260869565217
109,202304,1097.0,109.7,10,1044.0,104.4,5.3,53.0,11,0.0,424,23.0,95.16864175022789,4.831358249772106,1.0027347310847767,0.0,43.39622641509434
110,204131,443.0,63.285714285714285,7,391.0,55.857142857142854,7.428571428571429,52.0,13,2.0,162,18.0,88.26185101580135,11.738148984198645,2.9345372460496613,3.8461538461538463,34.61538461538461
111,206286,2546.0,254.6,10,2418.0,241.8,12.8,128.0,24,2.0,1212,73.0,94.97250589159466,5.027494108405342,0.9426551453260016,1.5625,57.03125
112,209524,981.0,98.1,10,926.0,92.6,5.5,55.0,15,1.0,465,24.0,94.39347604485219,5.606523955147808,1.529051987767584,1.8181818181818181,43.63636363636363
113,209865,2521.0,252.1,10,2323.0,232.3,19.8,198.0,25,6.0,1001,86.0,92.14597381991273,7.854026180087267,0.9916699722332408,3.0303030303030303,43.43434343434344
114,210333,589.0,58.9,10,568.0,56.8,2.1,21.0,7,1.0,230,9.0,96.43463497453311,3.5653650254668934,1.1884550084889642,4.761904761904762,42.857142857142854
115,210380,248.0,41.333333333333336,6,239.0,39.833333333333336,1.5,9.0,7,0.0,100,6.0,96.37096774193549,3.6290322580645165,2.82258064516129,0.0,66.66666666666666
116,211033,1420.0,142.0,10,1331.0,133.1,8.9,89.0,5,0.0,546,36.0,93.73239436619718,6.267605633802817,0.35211267605633806,0.0,40.44943820224719
117,211821,2643.0,264.3,10,2479.0,247.9,16.4,164.0,19,2.0,727,39.0,93.79493000378358,6.205069996216421,0.7188800605372683,1.2195121951219512,23.78048780487805
118,212534,1888.0,188.8,10,1768.0,176.8,12.0,120.0,23,5.0,605,42.0,93.64406779661016,6.3559322033898304,1.2182203389830508,4.166666666666666,35.0
119,212637,2151.0,215.1,10,2037.0,203.7,11.4,114.0,25,4.0,730,49.0,94.70013947001394,5.299860529986053,1.1622501162250116,3.508771929824561,42.98245614035088
120,213806,232.0,116.0,2,221.0,110.5,5.5,11.0,4,0.0,85,5.0,95.25862068965517,4.741379310344827,1.7241379310344827,0.0,45.45454545454545
121,213977,2924.0,292.4,10,2538.0,253.8,38.6,386.0,32,5.0,1466,214.0,86.79890560875513,13.201094391244869,1.094391244870041,1.2953367875647668,55.44041450777202
122,214130,771.0,77.1,10,736.0,73.6,3.5,35.0,20,1.0,319,15.0,95.46044098573282,4.539559014267185,2.594033722438392,2.857142857142857,42.857142857142854
123,214207,360.0,51.42857142857143,7,333.0,47.57142857142857,3.857142857142857,27.0,6,1.0,109,8.0,92.5,7.5,1.6666666666666667,3.7037037037037033,29.629629629629626
124,214286,2264.0,226.4,10,2033.0,203.3,23.1,231.0,50,4.0,847,69.0,89.79681978798587,10.203180212014134,2.208480565371025,1.7316017316017316,29.87012987012987
125,214382,954.0,95.4,10,891.0,89.1,6.3,63.0,18,1.0,343,28.0,93.39622641509435,6.60377358490566,1.8867924528301887,1.5873015873015872,44.44444444444444
126,216223,1836.0,183.6,10,1614.0,161.4,22.2,222.0,32,4.0,776,99.0,87.90849673202614,12.091503267973856,1.7429193899782136,1.8018018018018018,44.5945945945946
127,216569,532.0,53.2,10,511.0,51.1,2.1,21.0,11,1.0,208,8.0,96.05263157894737,3.9473684210526314,2.0676691729323307,4.761904761904762,38.095238095238095
128,217514,344.0,43.0,8,336.0,42.0,1.0,8.0,4,0.0,202,6.0,97.67441860465115,2.3255813953488373,1.1627906976744187,0.0,75.0
129,218583,5550.0,555.0,10,5214.0,521.4,33.6,336.0,45,2.0,1761,102.0,93.94594594594594,6.054054054054054,0.8108108108108109,0.5952380952380952,30.357142857142854
130,221301,1446.0,144.6,10,1358.0,135.8,8.8,88.0,10,2.0,565,44.0,93.91424619640387,6.085753803596127,0.6915629322268326,2.272727272727273,50.0
131,223238,775.0,77.5,10,753.0,75.3,2.2,22.0,1,0.0,231,5.0,97.16129032258064,2.838709677419355,0.12903225806451613,0.0,22.727272727272727
132,225012,382.0,38.2,10,374.0,37.4,0.8,8.0,9,1.0,106,4.0,97.90575916230367,2.094240837696335,2.356020942408377,12.5,50.0
133,225271,2336.0,233.6,10,2154.0,215.4,18.2,182.0,32,6.0,749,64.0,92.20890410958904,7.7910958904109595,1.36986301369863,3.296703296703297,35.16483516483517
134,226109,298.0,74.5,4,285.0,71.25,3.25,13.0,8,1.0,112,7.0,95.63758389261746,4.3624161073825505,2.684563758389262,7.6923076923076925,53.84615384615385
135,226887,2079.0,207.9,10,1959.0,195.9,12.0,120.0,17,1.0,823,50.0,94.22799422799423,5.772005772005772,0.8177008177008177,0.8333333333333334,41.66666666666667
136,227515,607.0,60.7,10,563.0,56.3,4.4,44.0,2,1.0,270,18.0,92.7512355848435,7.248764415156507,0.3294892915980231,2.272727272727273,40.909090909090914
137,231334,2348.0,234.8,10,2268.0,226.8,8.0,80.0,42,3.0,1011,35.0,96.59284497444634,3.4071550255536627,1.788756388415673,3.75,43.75
138,233007,586.0,58.6,10,539.0,53.9,4.7,47.0,4,0.0,117,12.0,91.97952218430035,8.020477815699659,0.6825938566552902,0.0,25.53191489361702
139,233954,770.0,77.0,10,733.0,73.3,3.7,37.0,11,0.0,273,15.0,95.1948051948052,4.805194805194805,1.4285714285714286,0.0,40.54054054054054
140,236170,588.0,58.8,10,565.0,56.5,2.3,23.0,3,0.0,110,5.0,96.08843537414967,3.9115646258503403,0.5102040816326531,0.0,21.73913043478261
141,237255,3521.0,352.1,10,3119.0,311.9,40.2,402.0,43,10.0,1477,190.0,88.5827889804033,11.417211019596705,1.2212439647827322,2.4875621890547266,47.2636815920398
142,237371,2055.0,205.5,10,1935.0,193.5,12.0,120.0,44,5.0,854,61.0,94.16058394160584,5.839416058394161,2.1411192214111923,4.166666666666666,50.83333333333333
143,237580,720.0,72.0,10,660.0,66.0,6.0,60.0,10,2.0,368,31.0,91.66666666666666,8.333333333333332,1.3888888888888888,3.3333333333333335,51.66666666666667
144,237807,2431.0,243.1,10,2279.0,227.9,15.2,152.0,28,3.0,1022,64.0,93.7474290415467,6.252570958453312,1.1517893870835048,1.9736842105263157,42.10526315789473
145,237837,135.0,27.0,5,129.0,25.8,1.2,6.0,1,1.0,85,4.0,95.55555555555556,4.444444444444445,0.7407407407407408,16.666666666666664,66.66666666666666
146,238354,487.0,48.7,10,462.0,46.2,2.5,25.0,15,0.0,167,12.0,94.8665297741273,5.133470225872689,3.0800821355236137,0.0,48.0
147,240083,863.0,86.3,10,817.0,81.7,4.6,46.0,9,1.0,275,16.0,94.66975666280418,5.330243337195829,1.0428736964078795,2.1739130434782608,34.78260869565217
148,240806,1707.0,170.7,10,1539.0,153.9,16.8,168.0,7,1.0,737,59.0,90.15817223198594,9.84182776801406,0.4100761570005858,0.5952380952380952,35.11904761904761
149,240854,2347.0,234.7,10,2079.0,207.9,26.8,268.0,32,9.0,1006,131.0,88.58116744780571,11.418832552194292,1.3634426927993182,3.3582089552238807,48.88059701492538
150,240886,1173.0,117.3,10,1106.0,110.6,6.7,67.0,28,2.0,534,26.0,94.28815004262574,5.7118499573742545,2.3870417732310316,2.9850746268656714,38.80597014925373
151,241141,319.0,79.75,4,306.0,76.5,3.25,13.0,5,1.0,96,4.0,95.92476489028213,4.075235109717868,1.5673981191222568,7.6923076923076925,30.76923076923077
152,243283,1521.0,152.1,10,1442.0,144.2,7.9,79.0,6,0.0,493,31.0,94.8060486522025,5.193951347797501,0.39447731755424065,0.0,39.24050632911392
153,245102,2285.0,228.5,10,2168.0,216.8,11.7,117.0,34,5.0,578,40.0,94.87964989059081,5.12035010940919,1.487964989059081,4.273504273504273,34.18803418803419
154,246578,321.0,53.5,6,283.0,47.166666666666664,6.333333333333333,38.0,4,1.0,132,12.0,88.1619937694704,11.838006230529595,1.2461059190031152,2.631578947368421,31.57894736842105
155,248331,481.0,48.1,10,465.0,46.5,1.6,16.0,11,0.0,210,6.0,96.67359667359668,3.3264033264033266,2.2869022869022873,0.0,37.5
156,249751,873.0,87.3,10,771.0,77.1,10.2,102.0,23,5.0,386,47.0,88.31615120274914,11.683848797250858,2.6345933562428407,4.901960784313726,46.07843137254902
157,250045,749.0,74.9,10,685.0,68.5,6.4,64.0,17,4.0,269,24.0,91.45527369826435,8.544726301735647,2.2696929238985315,6.25,37.5
158,250255,843.0,120.42857142857143,7,759.0,108.42857142857143,12.0,84.0,5,0.0,296,37.0,90.0355871886121,9.9644128113879,0.5931198102016607,0.0,44.047619047619044
159,251901,591.0,59.1,10,492.0,49.2,9.9,99.0,6,2.0,228,37.0,83.24873096446701,16.751269035532996,1.015228426395939,2.0202020202020203,37.37373737373738
160,251965,1771.0,177.1,10,1655.0,165.5,11.6,116.0,17,4.0,665,47.0,93.45002823263692,6.549971767363072,0.9599096555618294,3.4482758620689653,40.51724137931034
161,252282,223.0,44.6,5,210.0,42.0,2.6,13.0,3,1.0,98,7.0,94.17040358744396,5.829596412556054,1.345291479820628,7.6923076923076925,53.84615384615385
